big,body,residual,is_cube1,is_cube2,profile,has_type_i_nontrivial,type_i_repr,cube2_repr
216,67,149,0,0,other,0,,
216,68,148,0,0,other,0,,
216,69,147,0,0,other,0,,
216,70,146,0,0,other,0,,
216,71,145,0,0,other,0,,
216,72,144,0,0,other,1,12^2,
216,73,143,0,0,other,0,,
216,74,142,0,0,other,0,,
216,75,141,0,0,other,0,,
216,76,140,0,0,other,0,,
216,77,139,0,0,other,0,,
216,78,138,0,0,other,0,,
216,79,137,0,0,other,0,,
216,80,136,0,0,other,0,,
216,81,135,0,0,other,0,,
216,82,134,0,0,other,0,,
216,83,133,0,1,ObservedMinTwo-candidate,0,,2^3+5^3
216,84,132,0,0,other,0,,
216,85,131,0,0,other,0,,
216,86,130,0,0,other,0,,
216,87,129,0,0,other,0,,
216,88,128,0,1,ObservedMinTwo-candidate,1,2^7,4^3+4^3
216,89,127,0,0,other,0,,
216,90,126,0,1,ObservedMinTwo-candidate,0,,1^3+5^3
216,91,125,1,1,ObservedMinOne-candidate,1,5^3,0^3+5^3
216,92,124,0,0,other,0,,
216,93,123,0,0,other,0,,
216,94,122,0,0,other,0,,
216,95,121,0,0,other,1,11^2,
216,96,120,0,0,other,0,,
216,97,119,0,0,other,0,,
216,98,118,0,0,other,0,,
216,99,117,0,0,other,0,,
216,100,116,0,0,other,0,,
216,101,115,0,0,other,0,,
216,102,114,0,0,other,0,,
216,103,113,0,0,other,0,,
216,104,112,0,0,other,0,,
216,105,111,0,0,other,0,,
216,106,110,0,0,other,0,,
216,107,109,0,0,other,0,,
216,108,108,0,0,other,0,,
216,109,107,0,0,other,0,,
216,110,106,0,0,other,0,,
216,111,105,0,0,other,0,,
216,112,104,0,0,other,0,,
216,113,103,0,0,other,0,,
216,114,102,0,0,other,0,,
216,115,101,0,0,other,0,,
216,116,100,0,0,other,1,10^2,
216,117,99,0,0,other,0,,
216,118,98,0,0,other,0,,
216,119,97,0,0,other,0,,
216,120,96,0,0,other,0,,
216,121,95,0,0,other,0,,
216,122,94,0,0,other,0,,
216,123,93,0,0,other,0,,
216,124,92,0,0,other,0,,
216,125,91,0,1,ObservedMinTwo-candidate,0,,3^3+4^3
216,126,90,0,0,other,0,,
216,127,89,0,0,other,0,,
216,128,88,0,0,other,0,,
216,129,87,0,0,other,0,,
216,130,86,0,0,other,0,,
216,131,85,0,0,other,0,,
216,132,84,0,0,other,0,,
216,133,83,0,0,other,0,,
216,134,82,0,0,other,0,,
216,135,81,0,0,other,1,3^4;9^2,
216,136,80,0,0,other,0,,
216,137,79,0,0,other,0,,
216,138,78,0,0,other,0,,
216,139,77,0,0,other,0,,
216,140,76,0,0,other,0,,
216,141,75,0,0,other,0,,
216,142,74,0,0,other,0,,
216,143,73,0,0,other,0,,
216,144,72,0,1,ObservedMinTwo-candidate,0,,2^3+4^3
216,145,71,0,0,other,0,,
216,146,70,0,0,other,0,,
216,147,69,0,0,other,0,,
216,148,68,0,0,other,0,,
216,149,67,0,0,other,0,,
216,150,66,0,0,other,0,,
216,151,65,0,1,ObservedMinTwo-candidate,0,,1^3+4^3
216,152,64,1,1,ObservedMinOne-candidate,1,2^6;4^3;8^2,0^3+4^3
216,153,63,0,0,other,0,,
216,154,62,0,0,other,0,,
216,155,61,0,0,other,0,,
216,156,60,0,0,other,0,,
216,157,59,0,0,other,0,,
216,158,58,0,0,other,0,,
216,159,57,0,0,other,0,,
216,160,56,0,0,other,0,,
216,161,55,0,0,other,0,,
216,162,54,0,1,ObservedMinTwo-candidate,0,,3^3+3^3
216,163,53,0,0,other,0,,
216,164,52,0,0,other,0,,
216,165,51,0,0,other,0,,
216,166,50,0,0,other,0,,
216,167,49,0,0,other,1,7^2,
216,168,48,0,0,other,0,,
216,169,47,0,0,other,0,,
216,170,46,0,0,other,0,,
216,171,45,0,0,other,0,,
216,172,44,0,0,other,0,,
216,173,43,0,0,other,0,,
216,174,42,0,0,other,0,,
216,175,41,0,0,other,0,,
216,176,40,0,0,other,0,,
216,177,39,0,0,other,0,,
216,178,38,0,0,other,0,,
216,179,37,0,0,other,0,,
216,180,36,0,0,other,1,6^2,
216,181,35,0,1,ObservedMinTwo-candidate,0,,2^3+3^3
216,182,34,0,0,other,0,,
216,183,33,0,0,other,0,,
216,184,32,0,0,other,1,2^5,
216,185,31,0,0,other,0,,
216,186,30,0,0,other,0,,
216,187,29,0,0,other,0,,
216,188,28,0,1,ObservedMinTwo-candidate,0,,1^3+3^3
216,189,27,1,1,ObservedMinOne-candidate,1,3^3,0^3+3^3
216,190,26,0,0,other,0,,
216,191,25,0,0,other,1,5^2,
216,192,24,0,0,other,0,,
216,193,23,0,0,other,0,,
216,194,22,0,0,other,0,,
216,195,21,0,0,other,0,,
216,196,20,0,0,other,0,,
216,197,19,0,0,other,0,,
216,198,18,0,0,other,0,,
216,199,17,0,0,other,0,,
216,200,16,0,1,ObservedMinTwo-candidate,1,2^4;4^2,2^3+2^3
216,201,15,0,0,other,0,,
216,202,14,0,0,other,0,,
216,203,13,0,0,other,0,,
216,204,12,0,0,other,0,,
216,205,11,0,0,other,0,,
216,206,10,0,0,other,0,,
216,207,9,0,1,ObservedMinTwo-candidate,1,3^2,1^3+2^3
216,208,8,1,1,ObservedMinOne-candidate,1,2^3,0^3+2^3
216,209,7,0,0,other,0,,
216,210,6,0,0,other,0,,
216,211,5,0,0,other,0,,
216,212,4,0,0,other,1,2^2,
216,213,3,0,0,other,0,,
216,214,2,0,1,ObservedMinTwo-candidate,0,,1^3+1^3
216,215,1,1,1,ObservedMinOne-candidate,0,,0^3+1^3
216,216,0,1,1,ObservedMinOne-candidate,0,,0^3+0^3
