root,blocks_audited,reached_state_one_endpoint,state_one_endpoint_block,queue_at_state_one_endpoint,maximum_queue,first_return_to_zero_after_positive,longest_positive_excursion,final_queue,max_queue_block,max_queue_block_length,max_queue_block_claims,max_queue_block_capacity,max_queue_block_drift,max_queue_endpoint_height,max_queue_claim_depth_histogram
685,23,True,22,0,5,19,13,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
687,7,True,6,0,1,1,1,0,0,4,2,1,1,2,d2:1;d4:1
689,22,True,21,0,4,17,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
691,21,True,20,0,4,16,12,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
693,8,True,7,0,1,5,1,0,4,3,2,1,1,2,d2:1;d3:1
695,20,True,19,0,5,16,13,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
697,22,True,21,0,4,17,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
699,13,True,12,0,0,-1,0,0,-1,0,0,0,0,0,none
701,14,True,13,0,2,9,6,0,5,6,3,2,1,3,d2:1;d4:1;d5:1
703,26,True,25,0,6,17,17,0,9,3,2,1,1,2,d1:1;d3:1
705,8,True,7,0,1,5,1,0,4,3,2,1,1,2,d2:1;d3:1
707,20,True,19,0,3,2,9,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
709,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
711,13,True,12,0,4,1,2,0,4,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
713,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
715,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
717,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
719,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
721,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
723,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
725,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
727,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
729,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
731,22,True,21,0,5,18,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
733,16,True,15,0,2,4,6,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
735,8,True,7,0,1,1,1,0,0,5,3,2,1,3,d1:1;d3:1;d5:1
737,24,True,23,0,4,5,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
739,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
741,10,True,9,0,1,4,1,0,3,2,2,1,1,2,d1:1;d2:1
743,17,True,16,0,2,6,6,0,1,3,2,1,1,2,d1:1;d2:1
745,18,True,17,0,1,4,3,0,1,4,2,1,1,2,d1:1;d3:1
747,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
749,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
751,20,True,19,0,3,3,9,0,1,4,3,1,2,2,d1:1;d3:1;d4:1
753,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
755,11,True,10,0,1,4,2,0,2,6,3,2,1,3,d2:1;d4:1;d5:1
757,18,True,17,0,3,13,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
759,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
761,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
763,26,True,25,0,4,4,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
765,10,True,9,0,2,2,1,0,1,5,3,1,2,2,d1:1;d2:1;d4:1
767,11,True,10,0,4,2,2,0,0,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
769,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
771,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
773,21,True,20,0,5,17,13,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
775,26,True,25,0,4,1,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
777,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
779,13,True,12,0,1,7,1,0,6,2,2,1,1,2,d1:1;d2:1
781,20,True,19,0,4,15,12,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
783,18,True,17,0,5,14,13,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
785,21,True,20,0,4,16,12,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
787,12,True,11,0,0,-1,0,0,-1,0,0,0,0,0,none
789,6,True,5,0,1,3,1,0,2,3,2,1,1,2,d2:1;d3:1
791,12,True,11,0,2,7,6,0,3,6,3,2,1,3,d2:1;d4:1;d5:1
793,13,True,12,0,1,6,2,0,4,6,3,2,1,3,d2:1;d4:1;d5:1
795,17,True,16,0,4,5,4,0,6,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
797,20,True,19,0,3,15,9,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
799,14,True,13,0,2,2,2,0,0,5,3,1,2,2,d1:1;d3:1;d5:1
801,12,True,11,0,4,5,2,0,3,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
803,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
805,3,True,2,0,0,-1,0,0,-1,0,0,0,0,0,none
807,13,True,12,0,4,1,2,0,2,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
809,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
811,25,True,24,0,5,21,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
813,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
815,23,True,22,0,5,2,13,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
817,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
819,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
821,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
823,21,True,20,0,5,17,13,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
825,24,True,23,0,4,19,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
827,8,True,7,0,1,5,1,0,4,3,2,1,1,2,d2:1;d3:1
829,15,True,14,0,2,10,6,0,6,6,3,2,1,3,d2:1;d4:1;d5:1
831,22,True,21,0,4,3,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
833,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
835,22,True,21,0,3,2,9,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
837,9,True,8,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
839,17,True,16,0,1,3,3,0,0,3,2,1,1,2,d1:1;d3:1
841,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
843,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
845,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
847,5,True,4,0,1,1,1,0,0,4,3,2,1,3,d1:1;d2:1;d4:1
849,11,True,10,0,2,6,4,0,2,4,3,1,2,2,d1:1;d3:1;d4:1
851,10,True,9,0,1,3,2,0,1,5,3,2,1,3,d2:1;d4:1;d5:1
853,3,True,2,0,0,-1,0,0,-1,0,0,0,0,0,none
855,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
857,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
859,25,True,24,0,4,3,12,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
861,17,True,16,0,3,12,9,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
863,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
865,24,True,23,0,5,6,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
867,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
869,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
871,28,True,27,0,6,7,9,0,2,6,3,1,2,2,d1:1;d3:1;d5:1
873,24,True,23,0,4,5,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
875,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
877,12,True,11,0,1,6,1,0,5,2,2,1,1,2,d1:1;d2:1
879,24,True,23,0,3,2,9,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
881,19,True,18,0,5,15,13,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
883,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
885,19,True,18,0,4,14,12,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
887,11,True,10,0,0,-1,0,0,-1,0,0,0,0,0,none
889,22,True,21,0,3,5,9,0,3,4,3,1,2,2,d1:1;d3:1;d4:1
891,8,True,7,0,1,2,1,0,1,2,2,1,1,2,d1:1;d2:1
893,12,True,11,0,1,5,2,0,3,6,3,2,1,3,d2:1;d4:1;d5:1
895,16,True,15,0,4,4,4,0,5,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
897,15,True,14,0,1,12,1,0,11,3,2,1,1,2,d2:1;d3:1
899,18,True,17,0,3,13,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
901,11,True,10,0,4,4,2,0,2,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
903,18,True,17,0,3,1,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
905,16,True,15,0,1,4,3,0,1,3,2,1,1,2,d1:1;d2:1
907,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
909,3,True,2,0,0,-1,0,0,-1,0,0,0,0,0,none
911,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
913,24,True,23,0,5,20,13,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
915,22,True,21,0,5,18,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
917,8,True,7,0,1,5,1,0,4,3,2,1,1,2,d2:1;d3:1
919,21,True,20,0,4,16,12,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
921,22,True,21,0,4,17,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
923,13,True,12,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
925,21,True,20,0,5,3,13,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
927,19,True,18,0,2,1,6,0,0,5,3,1,2,2,d2:1;d4:1;d5:1
929,23,True,22,0,4,18,12,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
931,7,True,6,0,1,4,1,0,3,3,2,1,1,2,d2:1;d3:1
933,14,True,13,0,2,2,6,0,5,6,3,2,1,3,d2:1;d4:1;d5:1
935,22,True,21,0,4,3,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
937,27,True,26,0,6,18,17,0,10,3,2,1,1,2,d1:1;d3:1
939,15,True,14,0,1,1,2,0,0,2,2,1,1,2,d1:1;d2:1
941,22,True,21,0,3,4,9,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
943,6,True,5,0,2,1,1,0,0,4,3,1,2,2,d1:1;d3:1;d4:1
945,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
947,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
949,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
951,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
953,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
955,5,True,4,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
957,10,True,9,0,1,3,2,0,1,3,2,1,1,2,d1:1;d3:1
959,21,True,20,0,4,4,9,0,2,3,2,1,1,2,d1:1;d3:1
961,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
963,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
965,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
967,24,True,23,0,4,2,12,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
969,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
971,9,True,8,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
973,17,True,16,0,3,12,9,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
975,22,True,21,0,5,1,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
977,17,True,16,0,2,5,6,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
979,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
981,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
983,23,True,22,0,4,4,12,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
985,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
987,7,True,6,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
989,11,True,10,0,1,5,1,0,4,2,2,1,1,2,d1:1;d2:1
991,17,True,16,0,2,6,6,0,1,2,2,1,1,2,d1:1;d2:1
993,19,True,18,0,1,5,3,0,2,4,2,1,1,2,d1:1;d3:1
995,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
997,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
999,9,True,8,0,1,1,1,0,0,3,2,1,1,2,d2:1;d3:1
1001,21,True,20,0,3,4,9,0,2,4,3,1,2,2,d1:1;d3:1;d4:1
1003,7,True,6,0,1,1,1,0,0,2,2,1,1,2,d1:1;d2:1
1005,12,True,11,0,1,5,2,0,3,6,3,2,1,3,d2:1;d4:1;d5:1
1007,16,True,15,0,4,4,4,0,5,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
1009,19,True,18,0,3,14,9,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
1011,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
1013,17,True,16,0,3,12,9,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
1015,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
1017,27,True,26,0,4,5,12,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
1019,15,True,14,0,1,3,3,0,0,2,2,1,1,2,d1:1;d2:1
1021,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
1023,10,True,9,0,3,1,1,0,0,10,6,3,3,4,d2:1;d4:1;d5:1;d7:1;d9:1;d10:1
1025,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
1027,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
1029,22,True,21,0,5,18,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
1031,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
1033,27,True,26,0,4,2,12,0,18,6,3,2,1,3,d2:1;d4:1;d5:1
1035,21,True,20,0,5,17,13,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
1037,21,True,20,0,4,16,12,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
1039,12,True,11,0,1,6,1,0,5,2,2,1,1,2,d1:1;d2:1
1041,21,True,20,0,4,16,12,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
1043,20,True,19,0,5,16,13,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
1045,7,True,6,0,1,4,1,0,3,3,2,1,1,2,d2:1;d3:1
1047,20,True,19,0,4,15,12,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
1049,13,True,12,0,0,-1,0,0,-1,0,0,0,0,0,none
1051,17,True,16,0,4,3,2,0,8,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
1053,14,True,13,0,2,9,6,0,5,6,3,2,1,3,d2:1;d4:1;d5:1
1055,26,True,25,0,5,17,17,0,9,3,2,1,1,2,d1:1;d3:1
1057,14,True,13,0,1,7,2,0,5,6,3,2,1,3,d2:1;d4:1;d5:1
1059,6,True,5,0,1,3,1,0,2,3,2,1,1,2,d2:1;d3:1
1061,20,True,19,0,3,2,9,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
1063,15,True,14,0,1,12,1,0,11,3,2,1,1,2,d2:1;d3:1
1065,15,True,14,0,2,3,2,0,1,5,3,1,2,2,d1:1;d3:1;d5:1
1067,13,True,12,0,4,6,2,0,4,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
1069,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
1071,29,True,28,0,4,1,12,0,20,6,3,2,1,3,d2:1;d4:1;d5:1
1073,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
1075,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
1077,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
1079,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
1081,26,True,25,0,5,22,13,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
1083,23,True,22,0,5,19,13,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
1085,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
1087,22,True,21,0,5,18,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
1089,11,True,10,0,1,8,1,0,7,3,2,1,1,2,d2:1;d3:1
1091,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
1093,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
1095,16,True,15,0,1,10,1,0,9,2,2,1,1,2,d1:1;d2:1
1097,22,True,21,0,5,18,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
1099,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
1101,16,True,15,0,2,4,6,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
1103,8,True,7,0,1,5,1,0,4,3,2,1,1,2,d2:1;d3:1
1105,16,True,15,0,2,11,6,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
1107,23,True,22,0,4,4,12,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
1109,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
1111,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
1113,23,True,22,0,3,3,9,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
1115,17,True,16,0,2,6,5,0,8,4,3,1,2,2,d1:1;d3:1;d4:1
1117,9,True,8,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
1119,16,True,15,0,1,13,1,0,12,3,2,1,1,2,d2:1;d3:1
1121,10,True,9,0,0,-1,0,0,-1,0,0,0,0,0,none
1123,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
1125,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
1127,20,True,19,0,3,3,9,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
1129,6,True,5,0,1,2,1,0,1,4,3,2,1,3,d1:1;d2:1;d4:1
1131,7,True,6,0,1,3,1,0,2,2,2,1,1,2,d1:1;d2:1
1133,11,True,10,0,1,4,2,0,2,6,3,2,1,3,d2:1;d4:1;d5:1
1135,12,True,11,0,1,2,2,0,0,4,2,1,1,2,d1:1;d3:1
1137,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
1139,12,True,11,0,1,9,1,0,8,3,2,1,1,2,d2:1;d3:1
1141,18,True,17,0,3,13,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
1143,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
1145,26,True,25,0,4,4,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
1147,14,True,13,0,1,11,1,0,10,3,2,1,1,2,d2:1;d3:1
1149,10,True,9,0,2,2,1,0,1,4,3,1,2,2,d1:1;d2:1;d4:1
1151,11,True,10,0,3,2,2,0,0,7,4,1,3,2,d1:1;d3:1;d4:1;d6:1
1153,25,True,24,0,5,7,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
1155,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
1157,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
1159,10,True,9,0,1,3,1,0,2,4,2,1,1,2,d2:1;d4:1
1161,29,True,28,0,6,8,9,0,3,6,3,1,2,2,d1:1;d3:1;d5:1
1163,26,True,25,0,4,3,12,0,17,6,3,2,1,3,d2:1;d4:1;d5:1
1165,20,True,19,0,5,16,13,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
1167,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
1169,13,True,12,0,1,7,1,0,6,2,2,1,1,2,d1:1;d2:1
1171,12,True,11,0,1,6,1,0,5,2,2,1,1,2,d1:1;d2:1
1173,19,True,18,0,4,14,12,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
1175,18,True,17,0,5,14,13,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
1177,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
1179,12,True,11,0,1,3,2,0,1,4,2,1,1,2,d2:1;d3:1
1181,12,True,11,0,0,-1,0,0,-1,0,0,0,0,0,none
1183,16,True,15,0,4,2,2,0,7,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
1185,23,True,22,0,3,6,9,0,4,4,3,1,2,2,d1:1;d3:1;d4:1
1187,12,True,11,0,2,7,6,0,3,6,3,2,1,3,d2:1;d4:1;d5:1
1189,12,True,11,0,2,7,6,0,3,6,3,2,1,3,d2:1;d4:1;d5:1
1191,8,True,7,0,1,2,1,0,1,2,2,1,1,2,d1:1;d2:1
1193,17,True,16,0,4,5,4,0,6,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
1195,21,True,20,0,3,16,9,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
1197,20,True,19,0,3,15,9,0,11,6,3,2,1,3,d2:1;d4:1;d5:1
1199,14,True,13,0,1,1,1,0,0,4,2,1,1,2,d1:1;d3:1
1201,12,True,11,0,4,5,2,0,3,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
1203,11,True,10,0,4,4,2,0,2,7,5,1,4,2,d1:1;d2:1;d4:1;d6:1;d7:1
1205,4,True,3,0,0,-1,0,0,-1,0,0,0,0,0,none
1207,16,True,15,0,1,4,3,0,1,2,2,1,1,2,d1:1;d2:1
1209,11,True,10,0,0,-1,0,0,-1,0,0,0,0,0,none
1211,13,True,12,0,4,4,2,0,2,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
1213,10,True,9,0,1,3,2,0,1,3,2,1,1,2,d2:1;d3:1
1215,25,True,24,0,5,2,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
1217,25,True,24,0,5,21,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
1219,22,True,21,0,5,18,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
1221,9,True,8,0,1,6,1,0,5,3,2,1,1,2,d2:1;d3:1
1223,23,True,22,0,5,1,13,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
1225,22,True,21,0,4,17,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
1227,22,True,21,0,4,17,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
1229,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
1231,13,True,12,0,1,7,1,0,6,2,2,1,1,2,d1:1;d2:1
1233,22,True,21,0,5,4,13,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
1235,21,True,20,0,5,17,13,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
1237,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
1239,22,True,21,0,4,17,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
1241,8,True,7,0,1,5,1,0,4,3,2,1,1,2,d2:1;d3:1
1243,14,True,13,0,0,-1,0,0,-1,0,0,0,0,0,none
1245,15,True,14,0,2,10,6,0,6,6,3,2,1,3,d2:1;d4:1;d5:1
1247,22,True,21,0,4,1,12,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
1249,28,True,27,0,6,19,17,0,11,3,2,1,1,2,d1:1;d3:1
1251,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
1253,22,True,21,0,3,2,9,0,13,6,3,2,1,3,d2:1;d4:1;d5:1
1255,16,True,15,0,2,5,5,0,7,4,3,1,2,2,d1:1;d3:1;d4:1
1257,7,True,6,0,2,2,1,0,1,4,3,1,2,2,d1:1;d3:1;d4:1
1259,17,True,16,0,1,14,1,0,13,3,2,1,1,2,d2:1;d3:1
1261,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
1263,30,True,29,0,5,4,13,0,21,6,3,2,1,3,d2:1;d4:1;d5:1
1265,9,True,8,0,0,-1,0,0,-1,0,0,0,0,0,none
1267,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
1269,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
1271,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
1273,6,True,5,0,1,2,1,0,1,2,2,1,1,2,d1:1;d2:1
1275,15,True,14,0,4,6,2,0,4,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
1277,10,True,9,0,1,3,2,0,1,5,3,2,1,3,d2:1;d4:1;d5:1
1279,21,True,20,0,3,4,9,0,0,8,5,2,3,3,d1:1;d2:1;d4:1;d6:1;d7:1
1281,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
1283,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
1285,7,True,6,0,0,-1,0,0,-1,0,0,0,0,0,none
1287,25,True,24,0,5,1,13,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
1289,25,True,24,0,4,3,12,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
1291,13,True,12,0,1,10,1,0,9,3,2,1,1,2,d2:1;d3:1
1293,17,True,16,0,3,12,9,0,8,6,3,2,1,3,d2:1;d4:1;d5:1
1295,8,True,7,0,0,-1,0,0,-1,0,0,0,0,0,none
1297,18,True,17,0,3,13,9,0,9,6,3,2,1,3,d2:1;d4:1;d5:1
1299,23,True,22,0,5,19,13,0,14,6,3,2,1,3,d2:1;d4:1;d5:1
1301,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
1303,16,True,15,0,2,4,6,0,7,6,3,2,1,3,d2:1;d4:1;d5:1
1305,10,True,9,0,1,7,1,0,6,3,2,1,1,2,d2:1;d3:1
1307,28,True,27,0,5,7,9,0,2,6,3,1,2,2,d1:1;d3:1;d5:1
1309,25,True,24,0,4,2,12,0,16,6,3,2,1,3,d2:1;d4:1;d5:1
1311,16,True,15,0,2,1,6,0,0,5,3,1,2,2,d1:1;d3:1;d4:1
1313,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
1315,11,True,10,0,1,5,1,0,4,2,2,1,1,2,d1:1;d2:1
1317,11,True,10,0,1,5,1,0,4,2,2,1,1,2,d1:1;d2:1
1319,24,True,23,0,3,1,9,0,15,6,3,2,1,3,d2:1;d4:1;d5:1
1321,18,True,17,0,2,7,6,0,2,2,2,1,1,2,d1:1;d2:1
1323,11,True,10,0,1,5,1,0,4,2,2,1,1,2,d1:1;d2:1
1325,6,True,5,0,0,-1,0,0,-1,0,0,0,0,0,none
1327,11,True,10,0,1,2,2,0,0,4,2,1,1,2,d2:1;d3:1
1329,11,True,10,0,0,-1,0,0,-1,0,0,0,0,0,none
1331,11,True,10,0,0,-1,0,0,-1,0,0,0,0,0,none
1333,19,True,18,0,4,14,12,0,10,6,3,2,1,3,d2:1;d4:1;d5:1
1335,21,True,20,0,3,4,9,0,12,6,3,2,1,3,d2:1;d4:1;d5:1
1337,8,True,7,0,1,2,1,0,1,2,2,1,1,2,d1:1;d2:1
1339,5,True,4,0,0,-1,0,0,-1,0,0,0,0,0,none
1341,12,True,11,0,1,5,2,0,3,6,3,2,1,3,d2:1;d4:1;d5:1
1343,16,True,15,0,4,2,2,0,5,8,5,1,4,2,d1:1;d3:1;d4:1;d6:1;d8:1
