n,steps,r_start,depth_len,selected_depths,selected_count,selected_depths_are_prefix,selected_depths_are_consecutive,frontier_depth,max_selected_depth,missing_selected_depths,min_selected_margin,max_unselected_margin,margin_profile
4315,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4317,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4319,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4321,128,2,10,2;4,2,False,False,5,4,3,1,0,2:8;3:0;4:1;5:0;6:-1;7:-1;8:0;9:0;10:0;11:0
4323,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4325,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4327,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-5;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4329,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4331,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-2;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4333,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4335,128,2,10,3,1,False,True,4,3,2,1,0,2:0;3:1;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4337,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4339,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-2;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4341,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4343,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-3;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4345,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4347,128,2,10,2;3;4;5,4,True,True,6,5,,3,0,2:11;3:8;4:6;5:3;6:-1;7:-1;8:-1;9:0;10:0;11:0
4349,128,2,10,2;3,2,True,True,4,3,,1,0,2:7;3:1;4:-1;5:-2;6:-1;7:0;8:0;9:0;10:0;11:0
4351,128,2,10,2;3;4;5;6,5,True,True,7,6,,1,0,2:3;3:3;4:2;5:2;6:1;7:0;8:-1;9:0;10:0;11:0
4353,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4355,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-3;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4357,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4359,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:-2;4:-3;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4361,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4363,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4365,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4367,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-3;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4369,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4371,128,2,10,2;3;5,3,False,False,6,5,4,1,0,2:1;3:1;4:0;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
4373,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4375,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-2;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4377,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-3;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4379,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:7;3:4;4:1;5:-2;6:-3;7:0;8:0;9:0;10:0;11:0
4381,128,2,10,,0,True,True,2,0,,0,0,2:-9;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4383,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4385,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4387,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4389,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4391,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-3;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4393,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4395,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:0;4:-2;5:-2;6:0;7:0;8:0;9:0;10:0;11:0
4397,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4399,128,2,10,,0,True,True,2,0,,0,0,2:-6;3:-4;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4401,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4403,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4405,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4407,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4409,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-2;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4411,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4413,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4415,128,2,10,2;3,2,True,True,4,3,,3,0,2:7;3:3;4:0;5:-2;6:-2;7:0;8:0;9:0;10:0;11:0
4417,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4419,128,2,10,,0,True,True,2,0,,0,0,2:-7;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4421,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4423,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-2;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4425,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4427,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4429,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-3;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4431,128,2,10,2;3,2,True,True,4,3,,1,0,2:1;3:1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4433,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4435,128,2,10,4,1,False,True,5,4,2;3,1,0,2:-1;3:0;4:1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4437,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4439,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4441,128,2,10,2;3,2,True,True,4,3,,2,0,2:6;3:2;4:0;5:-2;6:-2;7:0;8:0;9:0;10:0;11:0
4443,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-2;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4445,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4447,128,2,10,2;3,2,True,True,4,3,,3,0,2:9;3:3;4:0;5:-3;6:-2;7:0;8:0;9:0;10:0;11:0
4449,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-3;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4451,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4453,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4455,128,2,10,2;3,2,True,True,4,3,,1,0,2:4;3:1;4:0;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4457,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4459,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4461,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-2;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4463,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4465,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4467,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4469,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4471,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-3;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4473,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:6;3:3;4:1;5:0;6:-2;7:0;8:0;9:0;10:0;11:0
4475,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-2;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4477,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-2;4:-2;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4479,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:8;3:3;4:1;5:0;6:-1;7:-1;8:0;9:0;10:0;11:0
4481,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4483,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4485,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4487,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4489,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:-2;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4491,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:7;3:1;4:1;5:0;6:-1;7:-1;8:0;9:0;10:0;11:0
4493,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4495,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:3;3:3;4:1;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
4497,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4499,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4501,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4503,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4505,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4507,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4509,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-3;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4511,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-2;5:-3;6:0;7:0;8:0;9:0;10:0;11:0
4513,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-3;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4515,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4517,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4519,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-3;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4521,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-2;5:0;6:-2;7:0;8:0;9:0;10:0;11:0
4523,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-2;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4525,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4527,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4529,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4531,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:0;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4533,128,2,10,2;3,2,True,True,4,3,,1,0,2:4;3:1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4535,128,2,10,2;3;4;5;6,5,True,True,7,6,,1,0,2:5;3:2;4:2;5:2;6:1;7:0;8:-1;9:0;10:0;11:0
4537,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-1;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4539,128,2,10,2;3;4;5;6;7;8;9,8,True,True,10,9,,1,0,2:5;3:11;4:9;5:6;6:3;7:2;8:2;9:1;10:0;11:-1
4541,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-3;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4543,128,2,10,2;3;4;5;6;7;8,7,True,True,9,8,,1,0,2:10;3:11;4:9;5:5;6:1;7:1;8:1;9:0;10:-1;11:0
4545,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:0;4:0;5:0;6:-2;7:0;8:0;9:0;10:0;11:0
4547,128,2,10,2;3;4;5,4,True,True,6,5,,2,0,2:8;3:2;4:2;5:2;6:0;7:0;8:-1;9:0;10:0;11:0
4549,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4551,128,2,10,2;4,2,False,False,5,4,3,1,0,2:8;3:-1;4:1;5:0;6:-1;7:-1;8:0;9:0;10:0;11:0
4553,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4555,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4557,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4559,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4561,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4563,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4565,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4567,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-3;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4569,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4571,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-3;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4573,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4575,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-2;5:-2;6:0;7:0;8:0;9:0;10:0;11:0
4577,128,2,10,2,1,True,True,3,2,,7,0,2:7;3:0;4:-3;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4579,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4581,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-4;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4583,128,2,10,2;4;5,3,False,False,6,5,3,1,0,2:2;3:0;4:1;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
4585,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-3;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4587,128,2,10,,0,True,True,2,0,,0,0,2:-7;3:-2;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4589,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4591,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-4;4:-3;5:-2;6:0;7:0;8:0;9:0;10:0;11:0
4593,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4595,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4597,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4599,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-2;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4601,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4603,128,2,10,5,1,False,True,6,5,2;3;4,1,0,2:0;3:0;4:0;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
4605,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:3;3:1;4:1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4607,128,2,10,2;3;4;5;6,5,True,True,7,6,,1,0,2:7;3:9;4:7;5:4;6:1;7:0;8:0;9:-1;10:0;11:0
4609,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4611,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4613,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-3;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4615,128,2,10,,0,True,True,2,0,,0,0,2:-7;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4617,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4619,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-2;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4621,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4623,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4625,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4627,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4629,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4631,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4633,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4635,128,2,10,3,1,False,True,4,3,2,1,0,2:-1;3:1;4:0;5:-2;6:0;7:0;8:0;9:0;10:0;11:0
4637,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4639,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:0;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4641,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4643,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4645,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:8;3:3;4:1;5:-1;6:-3;7:0;8:0;9:0;10:0;11:0
4647,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4649,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-2;4:-2;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4651,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4653,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4655,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-2;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4657,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:0;4:-3;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4659,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4661,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4663,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:0;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4665,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4667,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4669,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4671,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:4;3:3;4:3;5:1;6:-1;7:-1;8:0;9:0;10:0;11:0
4673,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4675,128,2,10,,0,True,True,2,0,,0,0,2:-7;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4677,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4679,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4681,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4683,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4685,128,2,10,,0,True,True,2,0,,0,0,2:-6;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4687,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4689,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4691,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4693,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4695,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-4;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4697,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:0;4:-1;5:-2;6:0;7:0;8:0;9:0;10:0;11:0
4699,128,2,10,,0,True,True,2,0,,0,0,2:-7;3:-4;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4701,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
4703,128,2,10,3,1,False,True,4,3,2,1,0,2:-2;3:1;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
4705,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4707,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4709,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4711,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4713,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
4715,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-2;4:-2;5:0;6:0;7:0;8:0;9:0;10:0;11:0
4717,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
