n,steps,r_start,depth_len,selected_depths,selected_count,selected_depths_are_prefix,selected_depths_are_consecutive,frontier_depth,max_selected_depth,missing_selected_depths,min_selected_margin,max_unselected_margin,margin_profile
1,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
3,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
5,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
7,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
9,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
11,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
13,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
15,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
17,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
19,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
21,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
23,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
25,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
27,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
29,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
31,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
33,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
35,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
37,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
39,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
41,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
43,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
45,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
47,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
49,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
51,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
53,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
55,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
57,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
59,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
61,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
63,128,2,10,2;3,2,True,True,4,3,,1,0,2:6;3:1;4:0;5:0;6:-2;7:0;8:0;9:0;10:0;11:0
65,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
67,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
69,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
71,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
73,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
75,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
77,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
79,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
81,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
83,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
85,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
87,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
89,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
91,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
93,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
95,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
97,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
99,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
101,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
103,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
105,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
107,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
109,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
111,128,2,10,2;3,2,True,True,4,3,,1,0,2:4;3:1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
113,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
115,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
117,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
119,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
121,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
123,128,2,10,,0,True,True,2,0,,0,0,2:-6;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
125,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
127,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:3;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
129,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
131,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
133,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
135,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
137,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
139,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
141,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
143,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
145,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
147,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
149,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
151,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
153,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
155,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
157,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
159,128,2,10,2;3,2,True,True,4,3,,1,0,2:4;3:1;4:0;5:-2;6:0;7:0;8:0;9:0;10:0;11:0
161,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
163,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
165,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
167,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
169,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:3;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
171,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
173,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
175,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
177,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
179,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
181,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
183,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
185,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
187,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
189,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
191,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:2;3:2;4:1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
193,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
195,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
197,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
199,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
201,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
203,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
205,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
207,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
209,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
211,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
213,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
215,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
217,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
219,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
221,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
223,128,2,10,2;3,2,True,True,4,3,,2,0,2:6;3:2;4:0;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
225,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:3;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
227,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
229,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
231,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-2;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
233,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
235,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
237,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
239,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:-1;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
241,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
243,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
245,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
247,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
249,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
251,128,2,10,2;3,2,True,True,4,3,,1,0,2:2;3:1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
253,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
255,128,2,10,2;3;4;5;6,5,True,True,7,6,,1,0,2:4;3:4;4:3;5:2;6:1;7:0;8:-1;9:0;10:0;11:0
257,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
259,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
261,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
263,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
265,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
267,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
269,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
271,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
273,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
275,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
277,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
279,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
281,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
283,128,2,10,2;3,2,True,True,4,3,,1,0,2:3;3:1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
285,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
287,128,2,10,2;3,2,True,True,4,3,,1,0,2:1;3:1;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
289,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
291,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
293,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
295,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
297,128,2,10,2;3,2,True,True,4,3,,2,0,2:6;3:2;4:0;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
299,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
301,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
303,128,2,10,2,1,True,True,3,2,,1,0,2:1;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
305,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
307,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
309,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
311,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
313,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
315,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
317,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
319,128,2,10,2;3,2,True,True,4,3,,1,0,2:4;3:1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
321,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
323,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
325,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
327,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
329,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
331,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
333,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
335,128,2,10,2;3,2,True,True,4,3,,1,0,2:5;3:1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
337,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
339,128,2,10,2;3;4,3,True,True,5,4,,1,0,2:1;3:2;4:1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
341,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
343,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
345,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
347,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
349,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
351,128,2,10,2;3,2,True,True,4,3,,1,0,2:5;3:1;4:0;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
353,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
355,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
357,128,2,10,,0,True,True,2,0,,0,0,2:-3;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
359,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:-1;4:0;5:-1;6:0;7:0;8:0;9:0;10:0;11:0
361,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
363,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
365,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
367,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
369,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
371,128,2,10,,0,True,True,2,0,,0,0,2:-5;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
373,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
375,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
377,128,2,10,2;3,2,True,True,4,3,,1,0,2:3;3:1;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
379,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:-1;4:-1;5:0;6:0;7:0;8:0;9:0;10:0;11:0
381,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-1;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
383,128,2,10,2;3;4;5,4,True,True,6,5,,1,0,2:3;3:3;4:2;5:1;6:0;7:-1;8:0;9:0;10:0;11:0
385,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
387,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
389,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:-2;4:-2;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
391,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:-1;4:-1;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
393,128,2,10,,0,True,True,2,0,,0,0,2:-4;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
395,128,2,10,2,1,True,True,3,2,,2,0,2:2;3:0;4:0;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
397,128,2,10,,0,True,True,2,0,,0,0,2:0;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
399,128,2,10,2,1,True,True,3,2,,6,0,2:6;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
401,128,2,10,,0,True,True,2,0,,0,0,2:0;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
403,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
405,128,2,10,,0,True,True,2,0,,0,0,2:-2;3:0;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
407,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-2;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
409,128,2,10,,0,True,True,2,0,,0,0,2:-1;3:-1;4:0;5:0;6:0;7:0;8:0;9:0;10:0;11:0
411,128,2,10,2,1,True,True,3,2,,4,0,2:4;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
413,128,2,10,2,1,True,True,3,2,,3,0,2:3;3:0;4:-1;5:0;6:-1;7:0;8:0;9:0;10:0;11:0
415,128,2,10,2,1,True,True,3,2,,5,0,2:5;3:0;4:-2;5:-1;6:-1;7:0;8:0;9:0;10:0;11:0
