root,blocks_audited,reached_state_one_endpoint,maximum_queue,terminal_block,witness_start_block,witness_block_count,witness_length,witness_claim_holes,witness_terminal_valuation,witness_absorption_deficit
1,1,True,0,-1,-1,0,0,0,0,0
3,2,True,0,-1,-1,0,0,0,0,0
5,2,True,0,-1,-1,0,0,0,0,0
7,4,True,1,0,0,1,3,1,1,1
9,5,True,1,1,1,1,3,1,1,1
11,4,True,0,-1,-1,0,0,0,0,0
13,3,True,0,-1,-1,0,0,0,0,0
15,3,True,0,-1,-1,0,0,0,0,0
17,4,True,0,-1,-1,0,0,0,0,0
19,5,True,0,-1,-1,0,0,0,0,0
21,2,True,0,-1,-1,0,0,0,0,0
23,3,True,0,-1,-1,0,0,0,0,0
25,6,True,0,-1,-1,0,0,0,0,0
27,18,True,5,9,1,9,27,11,11,5
29,5,True,0,-1,-1,0,0,0,0,0
31,17,True,5,8,0,9,27,11,11,5
33,7,True,0,-1,-1,0,0,0,0,0
35,3,True,0,-1,-1,0,0,0,0,0
37,5,True,1,1,1,1,3,1,1,1
39,7,True,1,0,0,1,3,1,1,1
41,18,True,5,9,1,9,27,11,11,5
43,7,True,1,3,3,1,3,1,1,1
45,5,True,0,-1,-1,0,0,0,0,0
47,17,True,4,8,0,9,26,11,11,4
49,6,True,1,2,2,1,3,1,1,1
51,6,True,0,-1,-1,0,0,0,0,0
53,3,True,0,-1,-1,0,0,0,0,0
55,18,True,4,9,1,9,26,11,11,4
57,8,True,1,4,4,1,3,1,1,1
59,7,True,1,0,0,1,2,0,1,1
61,4,True,0,-1,-1,0,0,0,0,0
63,16,True,4,7,0,8,27,11,12,4
65,7,True,1,3,3,1,3,1,1,1
67,6,True,0,-1,-1,0,0,0,0,0
69,4,True,0,-1,-1,0,0,0,0,0
71,17,True,3,8,3,6,19,8,8,3
73,19,True,4,10,2,9,26,11,11,4
75,3,True,0,-1,-1,0,0,0,0,0
77,6,True,0,-1,-1,0,0,0,0,0
79,7,True,0,-1,-1,0,0,0,0,0
81,5,True,0,-1,-1,0,0,0,0,0
83,18,True,4,9,1,9,26,11,11,4
85,2,True,0,-1,-1,0,0,0,0,0
87,6,True,1,2,2,1,3,1,1,1
89,7,True,0,-1,-1,0,0,0,0,0
91,15,True,3,6,1,6,19,8,8,3
93,4,True,0,-1,-1,0,0,0,0,0
95,16,True,3,7,2,6,19,8,8,3
97,20,True,4,11,3,9,26,11,11,4
99,5,True,1,1,1,1,3,1,1,1
101,6,True,0,-1,-1,0,0,0,0,0
103,14,True,3,5,0,6,19,8,8,3
105,8,True,0,-1,-1,0,0,0,0,0
107,17,True,3,8,3,6,19,8,8,3
109,19,True,5,10,2,9,27,11,11,5
111,11,True,3,2,0,3,12,5,4,3
113,3,True,0,-1,-1,0,0,0,0,0
115,8,True,1,4,4,1,3,1,1,1
117,5,True,0,-1,-1,0,0,0,0,0
119,7,True,0,-1,-1,0,0,0,0,0
121,16,True,3,7,2,6,19,8,8,3
123,10,True,1,0,0,1,2,0,1,1
125,18,True,4,9,1,9,26,11,11,4
127,9,True,4,0,0,1,7,2,1,4
129,21,True,4,12,4,9,26,11,11,4
131,6,True,1,2,2,1,3,1,1,1
133,7,True,0,-1,-1,0,0,0,0,0
135,9,True,1,5,5,1,3,1,1,1
137,15,True,3,6,1,6,19,8,8,3
139,9,True,1,2,2,1,2,0,1,1
141,4,True,0,-1,-1,0,0,0,0,0
143,16,True,3,7,2,6,19,8,8,3
145,20,True,5,11,3,9,27,11,11,5
147,19,True,4,10,2,9,26,11,11,4
149,5,True,1,1,1,1,3,1,1,1
151,2,True,0,-1,-1,0,0,0,0,0
153,9,True,1,5,5,1,3,1,1,1
155,14,True,2,5,3,3,11,5,4,2
157,8,True,1,1,1,1,2,0,1,1
159,9,True,2,0,0,1,5,2,1,2
161,17,True,3,8,3,6,19,8,8,3
163,4,True,0,-1,-1,0,0,0,0,0
165,18,True,5,9,1,9,27,11,11,5
167,11,True,2,2,0,3,11,5,4,2
169,10,True,4,1,1,1,7,2,1,4
171,22,True,5,13,5,9,27,11,11,5
173,8,True,1,4,4,1,3,1,1,1
175,13,True,2,4,2,3,11,5,4,2
177,8,True,0,-1,-1,0,0,0,0,0
179,7,True,0,-1,-1,0,0,0,0,0
181,5,True,0,-1,-1,0,0,0,0,0
183,15,True,2,6,4,3,11,5,4,2
185,10,True,1,3,3,1,2,0,1,1
187,9,True,0,-1,-1,0,0,0,0,0
189,18,True,3,9,4,6,19,8,8,3
191,9,True,3,0,0,1,6,2,1,3
193,21,True,5,12,4,9,27,11,11,5
195,19,True,4,10,2,9,26,11,11,4
197,6,True,1,2,2,1,3,1,1,1
199,19,True,3,10,5,6,19,8,8,3
201,3,True,0,-1,-1,0,0,0,0,0
203,9,True,1,5,5,1,3,1,1,1
205,7,True,0,-1,-1,0,0,0,0,0
207,14,True,2,5,3,3,11,5,4,2
209,9,True,1,2,2,1,2,0,1,1
211,8,True,0,-1,-1,0,0,0,0,0
213,3,True,0,-1,-1,0,0,0,0,0
215,16,True,3,7,2,6,19,8,8,3
217,5,True,0,-1,-1,0,0,0,0,0
219,11,True,1,4,4,1,2,0,1,1
221,19,True,4,10,2,9,26,11,11,4
223,11,True,2,2,0,3,12,5,5,2
225,11,True,4,2,2,1,7,2,1,4
227,2,True,0,-1,-1,0,0,0,0,0
229,8,True,1,4,4,1,3,1,1,1
231,20,True,5,11,3,9,27,11,11,5
233,14,True,2,5,3,3,11,5,4,2
235,21,True,3,12,7,6,19,8,8,3
237,8,True,0,-1,-1,0,0,0,0,0
239,9,True,2,0,0,1,4,1,1,2
241,6,True,0,-1,-1,0,0,0,0,0
243,16,True,3,7,2,6,19,8,8,3
245,4,True,0,-1,-1,0,0,0,0,0
247,10,True,1,3,3,1,2,0,1,1
249,10,True,0,-1,-1,0,0,0,0,0
251,11,True,2,2,0,3,10,4,4,2
253,17,True,3,8,3,6,19,8,8,3
255,8,True,0,-1,-1,0,0,0,0,0
257,22,True,5,13,5,9,27,11,11,5
259,20,True,4,11,3,9,26,11,11,4
261,7,True,1,3,3,1,3,1,1,1
263,13,True,2,4,2,3,11,5,4,2
265,20,True,3,11,6,6,19,8,8,3
267,5,True,0,-1,-1,0,0,0,0,0
269,7,True,0,-1,-1,0,0,0,0,0
271,8,True,1,4,4,1,3,1,1,1
273,8,True,0,-1,-1,0,0,0,0,0
275,15,True,2,6,4,3,11,5,4,2
277,4,True,0,-1,-1,0,0,0,0,0
279,8,True,1,1,1,1,2,0,1,1
281,9,True,0,-1,-1,0,0,0,0,0
283,10,True,1,1,1,1,6,3,2,1
285,18,True,3,9,4,6,19,8,8,3
287,9,True,2,0,0,1,5,2,1,2
289,6,True,0,-1,-1,0,0,0,0,0
291,19,True,5,10,2,9,27,11,11,5
293,19,True,4,10,2,9,26,11,11,4
295,11,True,0,-1,-1,0,0,0,0,0
297,12,True,2,3,1,3,12,5,5,2
299,19,True,3,10,5,6,19,8,8,3
301,4,True,0,-1,-1,0,0,0,0,0
303,9,True,1,0,0,1,4,2,1,1
305,9,True,1,5,5,1,3,1,1,1
307,9,True,1,5,5,1,3,1,1,1
309,6,True,0,-1,-1,0,0,0,0,0
311,14,True,2,5,3,3,11,5,4,2
313,22,True,3,13,8,6,19,8,8,3
315,8,True,0,-1,-1,0,0,0,0,0
317,8,True,0,-1,-1,0,0,0,0,0
319,9,True,1,0,0,1,6,3,2,1
321,7,True,0,-1,-1,0,0,0,0,0
323,16,True,3,7,2,6,19,8,8,3
325,5,True,0,-1,-1,0,0,0,0,0
327,24,True,4,15,7,9,26,11,11,4
329,11,True,1,4,4,1,2,0,1,1
331,5,True,0,-1,-1,0,0,0,0,0
333,19,True,4,10,2,9,26,11,11,4
335,11,True,1,2,2,1,6,3,2,1
337,18,True,3,9,4,6,19,8,8,3
339,10,True,3,1,1,1,6,2,1,3
341,2,True,0,-1,-1,0,0,0,0,0
343,21,True,5,12,4,9,27,11,11,5
345,21,True,4,12,4,9,26,11,11,4
347,20,True,5,11,3,9,27,11,11,5
349,7,True,1,3,3,1,3,1,1,1
351,12,True,2,3,1,3,11,5,4,2
353,21,True,3,12,7,6,19,8,8,3
355,7,True,0,-1,-1,0,0,0,0,0
357,7,True,0,-1,-1,0,0,0,0,0
359,9,True,1,0,0,1,3,1,1,1
361,9,True,1,5,5,1,3,1,1,1
363,11,True,1,7,7,1,3,1,1,1
365,16,True,3,7,2,6,19,8,8,3
367,8,True,1,0,0,1,4,2,1,1
369,5,True,0,-1,-1,0,0,0,0,0
371,10,True,1,3,3,1,2,0,1,1
373,4,True,0,-1,-1,0,0,0,0,0
375,9,True,0,-1,-1,0,0,0,0,0
377,11,True,1,2,2,1,6,3,2,1
379,12,True,1,8,8,1,3,1,1,1
381,17,True,3,8,3,6,19,8,8,3
383,8,True,0,-1,-1,0,0,0,0,0
385,7,True,0,-1,-1,0,0,0,0,0
387,20,True,5,11,3,9,27,11,11,5
389,20,True,4,11,3,9,26,11,11,4
391,19,True,5,10,2,9,27,11,11,5
393,12,True,0,-1,-1,0,0,0,0,0
395,13,True,2,4,2,3,11,5,4,2
397,6,True,1,2,2,1,3,1,1,1
399,18,True,3,9,4,6,19,8,8,3
401,5,True,0,-1,-1,0,0,0,0,0
403,3,True,0,-1,-1,0,0,0,0,0
405,6,True,0,-1,-1,0,0,0,0,0
407,8,True,1,4,4,1,3,1,1,1
409,10,True,1,6,6,1,3,1,1,1
411,21,True,5,12,4,9,27,11,11,5
413,15,True,2,6,4,3,11,5,4,2
415,22,True,4,13,5,9,26,11,11,4
417,23,True,3,14,9,6,19,8,8,3
419,8,True,1,1,1,1,2,0,1,1
421,8,True,0,-1,-1,0,0,0,0,0
423,5,True,1,0,0,1,3,1,1,1
425,10,True,1,1,1,1,6,3,2,1
427,11,True,1,7,7,1,3,1,1,1
429,18,True,3,9,4,6,19,8,8,3
431,9,True,2,0,0,1,4,1,1,2
433,6,True,0,-1,-1,0,0,0,0,0
435,5,True,0,-1,-1,0,0,0,0,0
437,19,True,5,10,2,9,27,11,11,5
439,11,True,1,4,4,1,2,0,1,1
441,6,True,0,-1,-1,0,0,0,0,0
443,11,True,0,-1,-1,0,0,0,0,0
445,12,True,2,3,1,3,11,5,4,2
447,16,True,5,5,0,6,23,9,9,5
449,19,True,3,10,5,6,19,8,8,3
451,10,True,4,1,1,1,7,2,1,4
453,3,True,0,-1,-1,0,0,0,0,0
455,9,True,1,0,0,1,3,1,1,1
457,22,True,5,13,5,9,27,11,11,5
459,22,True,4,13,5,9,26,11,11,4
461,9,True,1,5,5,1,3,1,1,1
463,20,True,5,11,3,9,27,11,11,5
465,8,True,1,4,4,1,3,1,1,1
467,14,True,2,5,3,3,11,5,4,2
469,5,True,0,-1,-1,0,0,0,0,0
471,20,True,3,11,6,6,19,8,8,3
473,8,True,0,-1,-1,0,0,0,0,0
475,5,True,1,0,0,1,2,0,1,1
477,8,True,0,-1,-1,0,0,0,0,0
479,9,True,1,0,0,1,5,2,2,1
481,10,True,1,6,6,1,3,1,1,1
483,5,True,0,-1,-1,0,0,0,0,0
485,16,True,3,7,2,6,19,8,8,3
487,22,True,5,13,5,9,27,11,11,5
489,9,True,1,1,1,1,4,2,1,1
491,24,True,4,15,7,9,26,11,11,4
493,11,True,1,4,4,1,2,0,1,1
495,17,True,3,1,0,2,7,2,2,3
497,5,True,0,-1,-1,0,0,0,0,0
499,10,True,0,-1,-1,0,0,0,0,0
501,18,True,4,9,1,9,26,11,11,4
503,11,True,1,2,2,1,6,3,2,1
505,13,True,1,9,9,1,3,1,1,1
507,8,True,1,0,0,1,2,0,1,1
509,10,True,3,1,1,1,6,2,1,3
511,11,True,5,0,0,1,9,3,1,5
513,8,True,0,-1,-1,0,0,0,0,0
515,21,True,5,12,4,9,27,11,11,5
517,21,True,4,12,4,9,26,11,11,4
519,13,True,1,6,6,1,2,0,1,1
521,20,True,5,11,3,9,27,11,11,5
523,21,True,4,12,4,9,26,11,11,4
525,7,True,1,3,3,1,3,1,1,1
527,12,True,2,3,1,3,11,5,4,2
529,7,True,1,3,3,1,3,1,1,1
531,20,True,3,11,6,6,19,8,8,3
533,7,True,0,-1,-1,0,0,0,0,0
535,4,True,0,-1,-1,0,0,0,0,0
537,4,True,0,-1,-1,0,0,0,0,0
539,9,True,0,-1,-1,0,0,0,0,0
541,10,True,1,6,6,1,3,1,1,1
543,23,True,5,14,6,9,27,11,11,5
545,11,True,1,7,7,1,3,1,1,1
547,7,True,0,-1,-1,0,0,0,0,0
549,15,True,3,6,1,6,19,8,8,3
551,8,True,1,4,4,1,3,1,1,1
553,23,True,4,14,6,9,26,11,11,4
555,7,True,0,-1,-1,0,0,0,0,0
557,10,True,1,3,3,1,2,0,1,1
559,17,True,1,0,0,1,4,2,1,1
561,9,True,0,-1,-1,0,0,0,0,0
563,9,True,0,-1,-1,0,0,0,0,0
565,4,True,0,-1,-1,0,0,0,0,0
567,10,True,1,1,1,1,5,2,2,1
569,12,True,1,8,8,1,3,1,1,1
571,7,True,0,-1,-1,0,0,0,0,0
573,17,True,3,8,3,6,19,8,8,3
575,8,True,0,-1,-1,0,0,0,0,0
577,7,True,0,-1,-1,0,0,0,0,0
579,5,True,0,-1,-1,0,0,0,0,0
581,20,True,5,11,3,9,27,11,11,5
583,6,True,0,-1,-1,0,0,0,0,0
585,12,True,1,5,5,1,2,0,1,1
587,19,True,5,10,2,9,27,11,11,5
589,20,True,4,11,3,9,26,11,11,4
591,11,True,0,-1,-1,0,0,0,0,0
593,13,True,2,4,2,3,11,5,4,2
595,12,True,1,3,3,1,6,3,2,1
597,5,True,1,1,1,1,3,1,1,1
599,18,True,3,9,4,6,19,8,8,3
601,11,True,4,2,2,1,7,2,1,4
603,16,True,1,1,1,1,3,1,1,1
605,3,True,0,-1,-1,0,0,0,0,0
607,8,True,0,-1,-1,0,0,0,0,0
609,23,True,5,14,6,9,27,11,11,5
611,8,True,1,4,4,1,3,1,1,1
613,9,True,1,5,5,1,3,1,1,1
615,13,True,1,0,0,1,3,1,1,1
617,21,True,5,12,4,9,27,11,11,5
619,23,True,4,14,6,9,26,11,11,4
621,15,True,2,6,4,3,11,5,4,2
623,22,True,4,13,5,9,26,11,11,4
625,6,True,0,-1,-1,0,0,0,0,0
627,22,True,3,13,8,6,19,8,8,3
629,8,True,1,1,1,1,2,0,1,1
631,8,True,0,-1,-1,0,0,0,0,0
633,6,True,1,1,1,1,2,0,1,1
635,5,True,0,-1,-1,0,0,0,0,0
637,10,True,2,1,1,1,4,1,1,2
639,21,True,4,2,0,3,12,5,3,4
641,11,True,1,7,7,1,3,1,1,1
643,6,True,0,-1,-1,0,0,0,0,0
645,17,True,3,8,3,6,19,8,8,3
647,9,True,1,0,0,1,3,1,1,1
649,23,True,5,14,6,9,27,11,11,5
651,17,True,2,8,6,3,11,5,4,2
653,5,True,0,-1,-1,0,0,0,0,0
655,23,True,4,14,6,9,26,11,11,4
657,12,True,1,5,5,1,2,0,1,1
659,11,True,1,4,4,1,2,0,1,1
661,18,True,5,9,1,9,27,11,11,5
663,4,True,0,-1,-1,0,0,0,0,0
665,11,True,0,-1,-1,0,0,0,0,0
667,21,True,3,2,1,2,8,3,2,3
669,12,True,2,3,1,3,10,4,4,2
671,16,True,4,5,5,1,8,3,1,4
673,14,True,1,10,10,1,3,1,1,1
675,17,True,3,8,3,6,19,8,8,3
677,10,True,4,1,1,1,7,2,1,4
679,15,True,1,0,0,1,3,1,1,1
681,12,True,5,1,1,1,9,3,1,5
683,9,True,0,-1,-1,0,0,0,0,0
685,23,True,5,14,6,9,27,11,11,5
687,7,True,1,0,0,1,4,2,1,1
689,22,True,4,13,5,9,26,11,11,4
691,21,True,4,12,4,9,26,11,11,4
693,8,True,1,4,4,1,3,1,1,1
695,20,True,5,11,3,9,27,11,11,5
697,22,True,4,13,5,9,26,11,11,4
699,13,True,0,-1,-1,0,0,0,0,0
701,14,True,2,5,3,3,11,5,4,2
703,26,True,6,9,0,10,32,13,13,6
705,8,True,1,4,4,1,3,1,1,1
707,20,True,3,11,6,6,19,8,8,3
709,8,True,0,-1,-1,0,0,0,0,0
711,13,True,4,4,4,1,7,2,1,4
713,5,True,0,-1,-1,0,0,0,0,0
715,4,True,0,-1,-1,0,0,0,0,0
717,8,True,0,-1,-1,0,0,0,0,0
719,9,True,0,-1,-1,0,0,0,0,0
721,11,True,1,7,7,1,3,1,1,1
723,9,True,1,5,5,1,3,1,1,1
725,5,True,0,-1,-1,0,0,0,0,0
727,10,True,1,6,6,1,3,1,1,1
729,8,True,0,-1,-1,0,0,0,0,0
731,22,True,5,13,5,9,27,11,11,5
733,16,True,2,7,5,3,11,5,4,2
735,8,True,1,0,0,1,5,2,2,1
737,24,True,4,15,7,9,26,11,11,4
739,4,True,0,-1,-1,0,0,0,0,0
741,10,True,1,3,3,1,2,0,1,1
743,17,True,2,1,0,2,6,2,2,2
745,18,True,1,1,1,1,4,2,1,1
747,10,True,0,-1,-1,0,0,0,0,0
749,10,True,0,-1,-1,0,0,0,0,0
751,20,True,3,1,0,2,8,3,2,3
753,5,True,0,-1,-1,0,0,0,0,0
755,11,True,1,2,2,1,6,3,2,1
757,18,True,3,9,4,6,19,8,8,3
759,12,True,1,8,8,1,3,1,1,1
761,8,True,0,-1,-1,0,0,0,0,0
763,26,True,4,17,9,9,26,11,11,4
765,10,True,2,1,1,1,5,2,1,2
767,11,True,4,0,0,1,8,3,1,4
769,8,True,0,-1,-1,0,0,0,0,0
771,6,True,0,-1,-1,0,0,0,0,0
773,21,True,5,12,4,9,27,11,11,5
775,26,True,4,17,9,9,26,11,11,4
777,7,True,0,-1,-1,0,0,0,0,0
779,13,True,1,6,6,1,2,0,1,1
781,20,True,4,11,3,9,26,11,11,4
783,18,True,5,9,1,9,27,11,11,5
785,21,True,4,12,4,9,26,11,11,4
787,12,True,0,-1,-1,0,0,0,0,0
789,6,True,1,2,2,1,3,1,1,1
791,12,True,2,3,1,3,11,5,4,2
793,13,True,1,4,4,1,6,3,2,1
795,17,True,4,6,6,1,8,3,1,4
797,20,True,3,11,6,6,19,8,8,3
799,14,True,2,0,0,1,5,2,1,2
801,12,True,4,3,3,1,7,2,1,4
803,4,True,0,-1,-1,0,0,0,0,0
805,3,True,0,-1,-1,0,0,0,0,0
807,13,True,4,2,2,1,8,3,1,4
809,9,True,0,-1,-1,0,0,0,0,0
811,25,True,5,16,8,9,27,11,11,5
813,10,True,1,6,6,1,3,1,1,1
815,23,True,5,14,6,9,27,11,11,5
817,10,True,1,6,6,1,3,1,1,1
819,10,True,1,6,6,1,3,1,1,1
821,7,True,0,-1,-1,0,0,0,0,0
823,21,True,5,12,4,9,27,11,11,5
825,24,True,4,15,7,9,26,11,11,4
827,8,True,1,4,4,1,3,1,1,1
829,15,True,2,6,4,3,11,5,4,2
831,22,True,4,13,5,9,26,11,11,4
833,7,True,0,-1,-1,0,0,0,0,0
835,22,True,3,13,8,6,19,8,8,3
837,9,True,1,2,2,1,2,0,1,1
839,17,True,1,0,0,1,3,1,1,1
841,9,True,0,-1,-1,0,0,0,0,0
843,9,True,0,-1,-1,0,0,0,0,0
845,9,True,0,-1,-1,0,0,0,0,0
847,5,True,1,0,0,1,4,1,2,1
849,11,True,2,2,2,1,4,1,1,2
851,10,True,1,1,1,1,5,2,2,1
853,3,True,0,-1,-1,0,0,0,0,0
855,10,True,1,6,6,1,3,1,1,1
857,7,True,0,-1,-1,0,0,0,0,0
859,25,True,4,16,8,9,26,11,11,4
861,17,True,3,8,3,6,19,8,8,3
863,8,True,0,-1,-1,0,0,0,0,0
865,24,True,5,15,7,9,27,11,11,5
867,5,True,0,-1,-1,0,0,0,0,0
869,5,True,0,-1,-1,0,0,0,0,0
871,28,True,6,2,0,3,15,6,3,6
873,24,True,4,15,7,9,26,11,11,4
875,6,True,0,-1,-1,0,0,0,0,0
877,12,True,1,5,5,1,2,0,1,1
879,24,True,3,15,10,6,19,8,8,3
881,19,True,5,10,2,9,27,11,11,5
883,6,True,0,-1,-1,0,0,0,0,0
885,19,True,4,10,2,9,26,11,11,4
887,11,True,0,-1,-1,0,0,0,0,0
889,22,True,3,3,2,2,8,3,2,3
891,8,True,1,1,1,1,2,0,1,1
893,12,True,1,3,3,1,6,3,2,1
895,16,True,4,5,5,1,8,3,1,4
897,15,True,1,11,11,1,3,1,1,1
899,18,True,3,9,4,6,19,8,8,3
901,11,True,4,2,2,1,7,2,1,4
903,18,True,3,9,4,6,19,8,8,3
905,16,True,1,1,1,1,3,1,1,1
907,10,True,0,-1,-1,0,0,0,0,0
909,3,True,0,-1,-1,0,0,0,0,0
911,8,True,0,-1,-1,0,0,0,0,0
913,24,True,5,15,7,9,27,11,11,5
915,22,True,5,13,5,9,27,11,11,5
917,8,True,1,4,4,1,3,1,1,1
919,21,True,4,12,4,9,26,11,11,4
921,22,True,4,13,5,9,26,11,11,4
923,13,True,1,0,0,1,2,0,1,1
925,21,True,5,12,4,9,27,11,11,5
927,19,True,2,0,0,1,5,2,1,2
929,23,True,4,14,6,9,26,11,11,4
931,7,True,1,3,3,1,3,1,1,1
933,14,True,2,5,3,3,11,5,4,2
935,22,True,4,13,5,9,26,11,11,4
937,27,True,6,10,1,10,32,13,13,6
939,15,True,1,0,0,1,2,0,1,1
941,22,True,3,13,8,6,19,8,8,3
943,6,True,2,0,0,1,4,1,1,2
945,9,True,0,-1,-1,0,0,0,0,0
947,8,True,0,-1,-1,0,0,0,0,0
949,8,True,0,-1,-1,0,0,0,0,0
951,5,True,0,-1,-1,0,0,0,0,0
953,5,True,0,-1,-1,0,0,0,0,0
955,5,True,1,0,0,1,2,0,1,1
957,10,True,1,1,1,1,3,1,1,1
959,21,True,4,2,0,3,11,4,3,4
961,12,True,1,8,8,1,3,1,1,1
963,9,True,1,5,5,1,3,1,1,1
965,6,True,0,-1,-1,0,0,0,0,0
967,24,True,4,15,7,9,26,11,11,4
969,11,True,1,7,7,1,3,1,1,1
971,9,True,1,0,0,1,2,0,1,1
973,17,True,3,8,3,6,19,8,8,3
975,22,True,5,13,5,9,27,11,11,5
977,17,True,2,8,6,3,11,5,4,2
979,9,True,1,5,5,1,3,1,1,1
981,4,True,0,-1,-1,0,0,0,0,0
983,23,True,4,14,6,9,26,11,11,4
985,5,True,0,-1,-1,0,0,0,0,0
987,7,True,1,0,0,1,2,0,1,1
989,11,True,1,4,4,1,2,0,1,1
991,17,True,2,1,0,2,7,2,3,2
993,19,True,1,2,2,1,4,2,1,1
995,4,True,0,-1,-1,0,0,0,0,0
997,10,True,0,-1,-1,0,0,0,0,0
999,9,True,1,0,0,1,3,1,1,1
1001,21,True,3,2,1,2,8,3,2,3
1003,7,True,1,0,0,1,2,0,1,1
1005,12,True,1,3,3,1,6,3,2,1
1007,16,True,4,5,5,1,8,3,1,4
1009,19,True,3,10,5,6,19,8,8,3
1011,13,True,1,9,9,1,3,1,1,1
1013,17,True,3,8,3,6,19,8,8,3
1015,8,True,0,-1,-1,0,0,0,0,0
1017,27,True,4,18,10,9,26,11,11,4
1019,15,True,1,0,0,1,2,0,1,1
1021,9,True,0,-1,-1,0,0,0,0,0
1023,10,True,3,0,0,1,10,4,3,3
1025,9,True,0,-1,-1,0,0,0,0,0
1027,7,True,0,-1,-1,0,0,0,0,0
1029,22,True,5,13,5,9,27,11,11,5
1031,7,True,0,-1,-1,0,0,0,0,0
1033,27,True,4,18,10,9,26,11,11,4
1035,21,True,5,12,4,9,27,11,11,5
1037,21,True,4,12,4,9,26,11,11,4
1039,12,True,1,5,5,1,2,0,1,1
1041,21,True,4,12,4,9,26,11,11,4
1043,20,True,5,11,3,9,27,11,11,5
1045,7,True,1,3,3,1,3,1,1,1
1047,20,True,4,11,3,9,26,11,11,4
1049,13,True,0,-1,-1,0,0,0,0,0
1051,17,True,4,8,8,1,7,2,1,4
1053,14,True,2,5,3,3,11,5,4,2
1055,26,True,5,9,0,10,31,13,13,5
1057,14,True,1,5,5,1,6,3,2,1
1059,6,True,1,2,2,1,3,1,1,1
1061,20,True,3,11,6,6,19,8,8,3
1063,15,True,1,11,11,1,3,1,1,1
1065,15,True,2,1,1,1,5,2,1,2
1067,13,True,4,4,4,1,7,2,1,4
1069,6,True,0,-1,-1,0,0,0,0,0
1071,29,True,4,20,12,9,26,11,11,4
1073,4,True,0,-1,-1,0,0,0,0,0
1075,4,True,0,-1,-1,0,0,0,0,0
1077,7,True,0,-1,-1,0,0,0,0,0
1079,9,True,0,-1,-1,0,0,0,0,0
1081,26,True,5,17,9,9,27,11,11,5
1083,23,True,5,14,6,9,27,11,11,5
1085,9,True,1,5,5,1,3,1,1,1
1087,22,True,5,13,5,9,27,11,11,5
1089,11,True,1,7,7,1,3,1,1,1
1091,10,True,1,6,6,1,3,1,1,1
1093,8,True,0,-1,-1,0,0,0,0,0
1095,16,True,1,9,9,1,2,0,1,1
1097,22,True,5,13,5,9,27,11,11,5
1099,7,True,0,-1,-1,0,0,0,0,0
1101,16,True,2,7,5,3,11,5,4,2
1103,8,True,1,4,4,1,3,1,1,1
1105,16,True,2,7,5,3,11,5,4,2
1107,23,True,4,14,6,9,26,11,11,4
1109,4,True,0,-1,-1,0,0,0,0,0
1111,6,True,0,-1,-1,0,0,0,0,0
1113,23,True,3,14,9,6,19,8,8,3
1115,17,True,2,8,8,1,4,1,1,2
1117,9,True,1,2,2,1,2,0,1,1
1119,16,True,1,12,12,1,3,1,1,1
1121,10,True,0,-1,-1,0,0,0,0,0
1123,8,True,0,-1,-1,0,0,0,0,0
1125,9,True,0,-1,-1,0,0,0,0,0
1127,20,True,3,11,6,6,19,8,8,3
1129,6,True,1,1,1,1,4,1,2,1
1131,7,True,1,2,2,1,2,0,1,1
1133,11,True,1,2,2,1,6,3,2,1
1135,12,True,1,0,0,1,4,2,1,1
1137,4,True,0,-1,-1,0,0,0,0,0
1139,12,True,1,8,8,1,3,1,1,1
1141,18,True,3,9,4,6,19,8,8,3
1143,7,True,0,-1,-1,0,0,0,0,0
1145,26,True,4,17,9,9,26,11,11,4
1147,14,True,1,10,10,1,3,1,1,1
1149,10,True,2,1,1,1,4,1,1,2
1151,11,True,3,0,0,1,7,3,1,3
1153,25,True,5,16,8,9,27,11,11,5
1155,6,True,0,-1,-1,0,0,0,0,0
1157,6,True,0,-1,-1,0,0,0,0,0
1159,10,True,1,2,2,1,4,2,1,1
1161,29,True,6,3,1,3,15,6,3,6
1163,26,True,4,17,9,9,26,11,11,4
1165,20,True,5,11,3,9,27,11,11,5
1167,5,True,0,-1,-1,0,0,0,0,0
1169,13,True,1,6,6,1,2,0,1,1
1171,12,True,1,5,5,1,2,0,1,1
1173,19,True,4,10,2,9,26,11,11,4
1175,18,True,5,9,1,9,27,11,11,5
1177,7,True,0,-1,-1,0,0,0,0,0
1179,12,True,1,1,1,1,4,2,1,1
1181,12,True,0,-1,-1,0,0,0,0,0
1183,16,True,4,7,7,1,7,2,1,4
1185,23,True,3,4,3,2,8,3,2,3
1187,12,True,2,3,1,3,11,5,4,2
1189,12,True,2,3,1,3,12,5,5,2
1191,8,True,1,1,1,1,2,0,1,1
1193,17,True,4,6,6,1,8,3,1,4
1195,21,True,3,12,7,6,19,8,8,3
1197,20,True,3,11,6,6,19,8,8,3
1199,14,True,1,0,0,1,4,2,1,1
1201,12,True,4,3,3,1,7,2,1,4
1203,11,True,4,2,2,1,7,2,1,4
1205,4,True,0,-1,-1,0,0,0,0,0
1207,16,True,1,1,1,1,2,0,1,1
1209,11,True,0,-1,-1,0,0,0,0,0
1211,13,True,4,2,2,1,8,3,1,4
1213,10,True,1,1,1,1,3,1,1,1
1215,25,True,5,16,8,9,27,11,11,5
1217,25,True,5,16,8,9,27,11,11,5
1219,22,True,5,13,5,9,27,11,11,5
