root,blocks_audited,reached_state_one_endpoint,maximum_queue,terminal_block,witness_start_block,witness_block_count,witness_length,witness_claim_holes,witness_terminal_valuation,witness_absorption_deficit
3839,19,True,6,4,0,5,19,7,6,6
3841,9,True,0,-1,-1,0,0,0,0,0
3843,27,True,5,18,10,9,27,11,11,5
3845,12,True,1,8,8,1,3,1,1,1
3847,26,True,5,17,9,9,27,11,11,5
3849,23,True,3,14,9,6,19,8,8,3
3851,25,True,5,16,8,9,27,11,11,5
3853,10,True,1,6,6,1,3,1,1,1
3855,10,True,1,6,6,1,3,1,1,1
3857,11,True,1,7,7,1,3,1,1,1
3859,11,True,0,-1,-1,0,0,0,0,0
3861,6,True,0,-1,-1,0,0,0,0,0
3863,24,True,5,15,7,9,27,11,11,5
3865,24,True,5,15,7,9,27,11,11,5
3867,12,True,1,0,0,1,2,0,1,1
3869,25,True,4,16,8,9,26,11,11,4
3871,22,True,2,0,0,1,5,2,1,2
3873,12,True,1,8,8,1,3,1,1,1
3875,12,True,1,8,8,1,3,1,1,1
3877,11,True,1,7,7,1,3,1,1,1
3879,23,True,4,14,6,9,26,11,11,4
3881,23,True,4,14,6,9,26,11,11,4
3883,13,True,1,0,0,1,2,0,1,1
3885,10,True,0,-1,-1,0,0,0,0,0
3887,11,True,2,0,0,1,4,1,1,2
3889,9,True,0,-1,-1,0,0,0,0,0
3891,9,True,0,-1,-1,0,0,0,0,0
3893,17,True,3,8,3,6,19,8,8,3
3895,16,True,1,9,9,1,2,0,1,1
3897,24,True,5,15,7,9,27,11,11,5
3899,23,True,5,14,6,9,27,11,11,5
3901,23,True,5,14,6,9,27,11,11,5
3903,28,True,3,19,14,6,19,8,8,3
3905,17,True,3,8,3,6,19,8,8,3
3907,8,True,0,-1,-1,0,0,0,0,0
3909,17,True,2,8,6,3,11,5,4,2
3911,16,True,2,4,4,1,5,2,1,2
3913,26,True,4,17,9,9,26,11,11,4
3915,17,True,2,8,6,3,11,5,4,2
3917,10,True,1,6,6,1,3,1,1,1
3919,14,True,1,0,0,1,4,1,2,1
3921,10,True,1,6,6,1,3,1,1,1
3923,28,True,4,2,1,2,11,5,2,4
3925,4,True,0,-1,-1,0,0,0,0,0
3927,16,True,0,-1,-1,0,0,0,0,0
3929,17,True,2,8,6,3,11,5,4,2
3931,15,True,3,4,0,5,14,5,6,3
3933,24,True,4,15,7,9,26,11,11,4
3935,15,True,2,6,4,3,11,5,4,2
3937,24,True,4,7,3,5,18,7,7,4
3939,5,True,0,-1,-1,0,0,0,0,0
3941,5,True,0,-1,-1,0,0,0,0,0
3943,24,True,5,1,0,2,12,5,2,5
3945,16,True,2,7,5,3,11,5,4,2
3947,30,True,6,13,4,10,32,13,13,6
3949,8,True,0,-1,-1,0,0,0,0,0
3951,14,True,2,0,0,1,4,1,1,2
3953,11,True,1,4,4,1,2,0,1,1
3955,25,True,3,16,11,6,19,8,8,3
3957,11,True,1,4,4,1,2,0,1,1
3959,24,True,3,15,10,6,19,8,8,3
3961,10,True,1,6,6,1,3,1,1,1
3963,11,True,1,0,0,1,2,0,1,1
3965,18,True,2,9,9,1,4,1,1,2
3967,8,True,3,0,0,1,7,2,2,3
3969,25,True,3,16,11,6,19,8,8,3
3971,10,True,1,3,3,1,2,0,1,1
3973,19,True,1,2,2,1,4,2,1,1
3975,10,True,1,0,0,1,3,1,1,1
3977,27,True,3,18,13,6,19,8,8,3
3979,18,True,1,0,0,1,2,0,1,1
3981,5,True,0,-1,-1,0,0,0,0,0
3983,10,True,0,-1,-1,0,0,0,0,0
3985,12,True,0,-1,-1,0,0,0,0,0
3987,10,True,0,-1,-1,0,0,0,0,0
3989,10,True,0,-1,-1,0,0,0,0,0
3991,9,True,0,-1,-1,0,0,0,0,0
3993,10,True,0,-1,-1,0,0,0,0,0
3995,16,True,4,7,7,1,7,2,1,4
3997,10,True,0,-1,-1,0,0,0,0,0
3999,29,True,5,20,12,9,27,11,11,5
4001,9,True,1,4,4,1,2,0,1,1
4003,10,True,0,-1,-1,0,0,0,0,0
4005,21,True,3,2,1,2,8,3,2,3
4007,9,True,1,0,0,1,3,1,1,1
4009,25,True,4,8,6,3,12,5,3,4
4011,33,True,4,24,16,9,26,11,11,4
4013,8,True,1,3,3,1,4,1,2,1
4015,7,True,2,0,0,1,4,1,1,2
4017,6,True,0,-1,-1,0,0,0,0,0
4019,5,True,0,-1,-1,0,0,0,0,0
4021,12,True,1,3,3,1,6,3,2,1
4023,7,True,1,2,2,1,2,0,1,1
4025,13,True,2,4,4,1,4,1,1,2
4027,12,True,2,3,3,1,4,1,1,2
4029,17,True,4,6,6,1,8,3,1,4
4031,16,True,4,5,5,1,8,3,1,4
4033,13,True,1,4,4,1,5,2,2,1
4035,13,True,1,1,1,1,4,2,1,1
4037,19,True,3,10,5,6,19,8,8,3
4039,28,True,3,19,14,6,19,8,8,3
4041,23,True,3,2,2,1,8,3,2,3
4043,5,True,1,0,0,1,2,0,1,1
4045,14,True,1,10,10,1,3,1,1,1
4047,29,True,5,20,12,9,27,11,11,5
4049,14,True,1,10,10,1,3,1,1,1
4051,28,True,5,19,11,9,27,11,11,5
4053,17,True,3,8,3,6,19,8,8,3
4055,26,True,5,17,9,9,27,11,11,5
4057,19,True,3,10,5,6,19,8,8,3
4059,13,True,1,0,0,1,2,0,1,1
4061,9,True,0,-1,-1,0,0,0,0,0
4063,11,True,1,0,0,1,5,2,2,1
4065,21,True,4,4,2,3,12,5,3,4
4067,17,True,3,8,3,6,19,8,8,3
4069,27,True,4,18,10,9,26,11,11,4
4071,25,True,5,16,8,9,27,11,11,5
4073,14,True,1,1,1,1,4,2,1,1
4075,28,True,4,19,11,9,26,11,11,4
4077,16,True,1,12,12,1,3,1,1,1
4079,13,True,2,0,0,1,4,1,1,2
4081,11,True,2,2,2,1,5,2,1,2
4083,14,True,1,10,10,1,3,1,1,1
4085,9,True,0,-1,-1,0,0,0,0,0
4087,25,True,4,16,8,9,26,11,11,4
4089,16,True,1,3,3,1,2,0,1,1
4091,20,True,4,9,8,2,10,4,2,4
4093,11,True,2,1,1,1,9,4,3,2
4095,27,True,6,1,0,2,18,7,5,6
4097,22,True,3,13,8,6,19,8,8,3
4099,26,True,5,17,9,9,27,11,11,5
4101,9,True,0,-1,-1,0,0,0,0,0
4103,25,True,5,16,8,9,27,11,11,5
4105,26,True,5,17,9,9,27,11,11,5
4107,8,True,0,-1,-1,0,0,0,0,0
4109,8,True,0,-1,-1,0,0,0,0,0
4111,6,True,0,-1,-1,0,0,0,0,0
4113,8,True,0,-1,-1,0,0,0,0,0
4115,20,True,2,11,9,3,11,5,4,2
4117,22,True,5,13,5,9,27,11,11,5
4119,6,True,0,-1,-1,0,0,0,0,0
4121,12,True,1,4,4,1,4,2,1,1
4123,20,True,2,1,1,1,5,2,1,2
4125,8,True,0,-1,-1,0,0,0,0,0
4127,29,True,4,18,18,1,8,3,1,4
4129,31,True,5,5,4,2,12,5,2,5
4131,21,True,5,12,4,9,27,11,11,5
4133,27,True,4,18,10,9,26,11,11,4
4135,19,True,1,2,2,1,2,0,1,1
4137,19,True,2,1,1,1,5,2,1,2
4139,26,True,4,17,9,9,26,11,11,4
4141,22,True,5,13,5,9,27,11,11,5
4143,13,True,1,0,0,1,4,2,1,1
4145,8,True,0,-1,-1,0,0,0,0,0
4147,8,True,0,-1,-1,0,0,0,0,0
4149,21,True,4,12,4,9,26,11,11,4
4151,15,True,4,4,3,2,10,4,2,4
4153,15,True,1,8,8,1,2,0,1,1
4155,13,True,1,6,6,1,2,0,1,1
4157,13,True,1,6,6,1,2,0,1,1
4159,9,True,0,-1,-1,0,0,0,0,0
4161,14,True,1,7,7,1,2,0,1,1
4163,13,True,1,6,6,1,2,0,1,1
4165,21,True,4,12,4,9,26,11,11,4
4167,20,True,2,11,9,3,12,5,5,2
4169,26,True,3,17,12,6,19,8,8,3
4171,20,True,4,11,3,9,26,11,11,4
4173,21,True,5,12,4,9,27,11,11,5
4175,19,True,2,3,2,2,7,2,3,2
4177,20,True,5,11,3,9,27,11,11,5
4179,13,True,1,1,1,1,4,2,1,1
4181,7,True,1,3,3,1,3,1,1,1
4183,7,True,0,-1,-1,0,0,0,0,0
4185,8,True,0,-1,-1,0,0,0,0,0
4187,11,True,1,4,4,1,2,0,1,1
4189,21,True,4,12,4,9,26,11,11,4
4191,19,True,1,1,1,1,2,0,1,1
4193,14,True,1,3,3,1,3,1,1,1
4195,12,True,0,-1,-1,0,0,0,0,0
4197,13,True,0,-1,-1,0,0,0,0,0
4199,12,True,2,1,1,1,4,1,1,2
4201,12,True,0,-1,-1,0,0,0,0,0
4203,12,True,0,-1,-1,0,0,0,0,0
4205,18,True,4,9,9,1,7,2,1,4
4207,20,True,3,3,0,4,16,7,6,3
4209,7,True,1,3,3,1,3,1,1,1
4211,22,True,4,13,5,9,26,11,11,4
4213,14,True,2,5,3,3,11,5,4,2
4215,23,True,3,4,3,2,8,3,2,3
4217,11,True,1,2,2,1,3,1,1,1
4219,24,True,3,15,10,6,19,8,8,3
4221,27,True,5,10,1,10,30,12,13,5
4223,22,True,3,0,0,1,7,3,1,3
4225,11,True,1,6,6,1,4,1,2,1
4227,13,True,2,4,2,3,12,5,5,2
4229,14,True,1,5,5,1,6,3,2,1
4231,7,True,0,-1,-1,0,0,0,0,0
4233,33,True,5,3,1,3,15,6,4,5
4235,10,True,1,3,3,1,2,0,1,1
4237,7,True,1,3,3,1,3,1,1,1
4239,14,True,2,5,5,1,4,1,1,2
4241,19,True,4,8,8,1,8,3,1,4
4243,18,True,4,7,7,1,8,3,1,4
4245,20,True,3,11,6,6,19,8,8,3
4247,5,True,1,1,1,1,3,1,1,1
4249,23,True,3,14,9,6,19,8,8,3
4251,16,True,1,1,1,1,4,2,1,1
4253,16,True,1,12,12,1,3,1,1,1
4255,30,True,8,8,6,3,18,7,3,8
4257,8,True,1,3,3,1,3,1,1,1
4259,19,True,3,10,5,6,19,8,8,3
4261,15,True,2,1,1,1,5,2,1,2
4263,22,True,5,9,6,4,14,5,4,5
4265,30,True,5,21,13,9,27,11,11,5
4267,21,True,3,12,7,6,19,8,8,3
4269,14,True,4,5,5,1,7,2,1,4
4271,28,True,5,19,11,9,27,11,11,5
4273,13,True,4,4,4,1,7,2,1,4
4275,12,True,4,3,3,1,7,2,1,4
4277,6,True,0,-1,-1,0,0,0,0,0
4279,13,True,1,2,2,1,5,2,2,1
4281,21,True,3,12,7,6,19,8,8,3
4283,19,True,3,10,5,6,19,8,8,3
4285,30,True,4,21,13,9,26,11,11,4
4287,20,True,3,11,6,6,19,8,8,3
4289,19,True,1,4,4,1,3,1,1,1
4291,17,True,1,2,2,1,2,0,1,1
4293,4,True,0,-1,-1,0,0,0,0,0
4295,18,True,1,14,14,1,3,1,1,1
4297,4,True,0,-1,-1,0,0,0,0,0
4299,12,True,0,-1,-1,0,0,0,0,0
4301,5,True,0,-1,-1,0,0,0,0,0
4303,21,True,3,4,3,2,8,3,2,3
4305,15,True,4,4,4,1,8,3,1,4
4307,14,True,4,3,3,1,8,3,1,4
4309,7,True,0,-1,-1,0,0,0,0,0
4311,30,True,7,4,2,3,18,7,4,7
4313,11,True,1,2,2,1,3,1,1,1
4315,24,True,3,15,10,6,19,8,8,3
4317,10,True,0,-1,-1,0,0,0,0,0
4319,21,True,3,12,7,6,19,8,8,3
4321,26,True,5,17,9,9,27,11,11,5
4323,6,True,0,-1,-1,0,0,0,0,0
4325,26,True,5,17,9,9,27,11,11,5
4327,27,True,5,18,10,9,27,11,11,5
4329,10,True,2,1,1,1,4,1,1,2
4331,22,True,3,13,8,6,19,8,8,3
4333,24,True,5,15,7,9,27,11,11,5
4335,11,True,2,1,0,2,9,4,3,2
4337,11,True,1,7,7,1,3,1,1,1
4339,14,True,1,2,2,1,3,1,1,1
4341,9,True,1,5,5,1,3,1,1,1
4343,10,True,0,-1,-1,0,0,0,0,0
4345,9,True,0,-1,-1,0,0,0,0,0
4347,30,True,4,19,19,1,8,3,1,4
4349,23,True,5,14,6,9,27,11,11,5
4351,11,True,1,7,7,1,3,1,1,1
4353,26,True,4,17,9,9,26,11,11,4
4355,23,True,4,14,6,9,26,11,11,4
4357,11,True,1,7,7,1,3,1,1,1
4359,28,True,4,19,11,9,26,11,11,4
4361,25,True,5,16,8,9,27,11,11,5
4363,24,True,4,15,7,9,26,11,11,4
4365,11,True,1,7,7,1,3,1,1,1
4367,22,True,4,13,5,9,26,11,11,4
4369,12,True,1,8,8,1,3,1,1,1
4371,17,True,4,6,5,2,10,4,2,4
4373,8,True,0,-1,-1,0,0,0,0,0
4375,14,True,1,1,1,1,2,0,1,1
4377,15,True,1,8,8,1,2,0,1,1
4379,34,True,6,17,8,10,32,13,13,6
4381,17,True,1,10,10,1,2,0,1,1
4383,15,True,2,0,0,1,5,2,1,2
4385,23,True,5,14,6,9,27,11,11,5
4387,22,True,5,13,5,9,27,11,11,5
4389,22,True,5,13,5,9,27,11,11,5
4391,28,True,3,19,14,6,19,8,8,3
4393,22,True,4,13,5,9,26,11,11,4
4395,22,True,2,6,5,2,7,2,3,2
4397,8,True,0,-1,-1,0,0,0,0,0
4399,17,True,1,0,0,1,4,2,1,1
4401,25,True,4,16,8,9,26,11,11,4
4403,25,True,4,16,8,9,26,11,11,4
4405,16,True,2,7,5,3,11,5,4,2
4407,10,True,1,1,1,1,3,1,1,1
4409,14,True,1,3,3,1,3,1,1,1
4411,9,True,1,5,5,1,3,1,1,1
4413,9,True,1,5,5,1,3,1,1,1
4415,27,True,3,1,0,2,11,5,3,3
4417,17,True,2,8,6,3,11,5,4,2
4419,15,True,0,-1,-1,0,0,0,0,0
4421,16,True,2,7,5,3,11,5,4,2
4423,14,True,2,3,2,2,8,3,3,2
4425,10,True,1,6,6,1,3,1,1,1
4427,16,True,2,7,5,3,11,5,4,2
4429,24,True,4,15,7,9,26,11,11,4
4431,22,True,3,5,2,4,16,7,6,3
4433,24,True,4,15,7,9,26,11,11,4
4435,13,True,3,2,1,2,9,4,2,3
4437,4,True,0,-1,-1,0,0,0,0,0
4439,15,True,2,6,4,3,11,5,4,2
4441,29,True,6,12,3,10,32,13,13,6
4443,15,True,2,6,4,3,11,5,4,2
4445,7,True,0,-1,-1,0,0,0,0,0
4447,26,True,4,9,7,3,12,5,3,4
4449,14,True,1,2,2,1,3,1,1,1
4451,23,True,3,14,9,6,19,8,8,3
4453,23,True,3,14,9,6,19,8,8,3
4455,15,True,2,6,4,3,10,4,4,2
4457,9,True,1,5,5,1,3,1,1,1
4459,10,True,1,6,6,1,3,1,1,1
4461,18,True,2,9,9,1,4,1,1,2
4463,8,True,1,0,0,1,4,2,1,1
4465,10,True,1,3,3,1,2,0,1,1
4467,23,True,3,14,9,6,19,8,8,3
4469,9,True,1,2,2,1,2,0,1,1
4471,8,True,1,2,2,1,3,1,1,1
4473,17,True,3,2,2,1,6,2,1,3
4475,26,True,3,17,12,6,19,8,8,3
4477,17,True,1,13,13,1,3,1,1,1
4479,20,True,3,11,6,6,19,8,8,3
4481,11,True,0,-1,-1,0,0,0,0,0
4483,10,True,0,-1,-1,0,0,0,0,0
4485,10,True,0,-1,-1,0,0,0,0,0
4487,9,True,0,-1,-1,0,0,0,0,0
4489,18,True,1,1,1,1,3,1,1,1
4491,32,True,5,23,15,9,27,11,11,5
4493,9,True,0,-1,-1,0,0,0,0,0
4495,15,True,4,6,6,1,7,2,1,4
4497,11,True,0,-1,-1,0,0,0,0,0
4499,9,True,0,-1,-1,0,0,0,0,0
4501,9,True,0,-1,-1,0,0,0,0,0
4503,6,True,1,1,1,1,2,0,1,1
4505,8,True,0,-1,-1,0,0,0,0,0
4507,15,True,1,4,4,1,5,2,2,1
4509,21,True,3,12,7,6,19,8,8,3
4511,24,True,4,7,5,3,12,5,3,4
4513,32,True,4,23,15,9,26,11,11,4
4515,6,True,0,-1,-1,0,0,0,0,0
4517,6,True,1,1,1,1,4,1,2,1
4519,20,True,1,1,1,1,2,0,1,1
4521,32,True,4,23,15,9,26,11,11,4
4523,21,True,1,3,3,1,4,2,1,1
4525,8,True,1,3,3,1,2,0,1,1
4527,6,True,1,0,0,1,4,2,1,1
4529,12,True,2,3,3,1,4,1,1,2
4531,11,True,2,2,2,1,4,1,1,2
4533,11,True,1,2,2,1,6,3,2,1
4535,16,True,4,5,5,1,8,3,1,4
4537,12,True,1,3,3,1,3,1,1,1
4539,34,True,7,8,6,3,18,7,4,7
4541,13,True,1,1,1,1,3,1,1,1
4543,31,True,6,5,3,3,17,7,4,6
4545,24,True,4,5,3,3,11,4,3,4
4547,22,True,3,1,1,1,8,3,2,3
4549,4,True,0,-1,-1,0,0,0,0,0
4551,29,True,5,20,12,9,27,11,11,5
4553,29,True,5,20,12,9,27,11,11,5
4555,14,True,1,10,10,1,3,1,1,1
4557,13,True,1,9,9,1,3,1,1,1
4559,27,True,5,18,10,9,27,11,11,5
4561,12,True,1,8,8,1,3,1,1,1
4563,26,True,5,17,9,9,27,11,11,5
4565,18,True,3,9,4,6,19,8,8,3
4567,12,True,1,1,1,1,3,1,1,1
4569,8,True,0,-1,-1,0,0,0,0,0
4571,11,True,1,7,7,1,3,1,1,1
4573,8,True,0,-1,-1,0,0,0,0,0
4575,19,True,3,2,0,3,12,5,4,3
4577,26,True,5,17,9,9,27,11,11,5
4579,18,True,3,9,4,6,19,8,8,3
4581,26,True,4,17,9,9,26,11,11,4
4583,13,True,1,9,9,1,3,1,1,1
4585,27,True,4,18,10,9,26,11,11,4
4587,24,True,2,2,2,1,5,2,1,2
4589,15,True,1,11,11,1,3,1,1,1
4591,28,True,8,6,0,7,27,12,7,8
4593,18,True,3,9,4,6,19,8,8,3
4595,13,True,1,9,9,1,3,1,1,1
4597,10,True,2,1,1,1,4,1,1,2
4599,24,True,4,15,7,9,26,11,11,4
4601,15,True,1,2,2,1,2,0,1,1
4603,19,True,4,8,7,2,10,4,2,4
4605,12,True,3,1,1,1,6,2,1,3
4607,28,True,5,2,0,3,16,7,4,5
4609,12,True,0,-1,-1,0,0,0,0,0
4611,19,True,3,10,5,6,19,8,8,3
4613,25,True,5,16,8,9,27,11,11,5
4615,18,True,1,11,11,1,2,0,1,1
4617,18,True,3,9,4,6,19,8,8,3
4619,25,True,5,16,8,9,27,11,11,5
4621,7,True,0,-1,-1,0,0,0,0,0
4623,23,True,5,14,6,9,27,11,11,5
4625,7,True,0,-1,-1,0,0,0,0,0
4627,18,True,3,9,4,6,19,8,8,3
4629,6,True,0,-1,-1,0,0,0,0,0
4631,18,True,2,9,7,3,11,5,4,2
4633,18,True,2,9,7,3,11,5,4,2
4635,16,True,2,4,4,1,5,2,1,2
4637,11,True,1,3,3,1,4,2,1,1
4639,19,True,2,0,0,1,5,2,1,2
4641,12,True,1,8,8,1,3,1,1,1
4643,6,True,0,-1,-1,0,0,0,0,0
4645,29,True,6,3,1,3,15,6,3,6
4647,10,True,1,6,6,1,3,1,1,1
4649,25,True,2,1,1,1,5,2,1,2
4651,6,True,0,-1,-1,0,0,0,0,0
4653,27,True,4,18,10,9,26,11,11,4
4655,18,True,1,0,0,1,4,2,1,1
4657,25,True,4,16,8,9,26,11,11,4
4659,25,True,4,16,8,9,26,11,11,4
4661,20,True,5,11,3,9,27,11,11,5
4663,16,True,2,7,5,3,11,5,4,2
4665,26,True,4,9,5,5,18,7,7,4
4667,7,True,0,-1,-1,0,0,0,0,0
4669,6,True,0,-1,-1,0,0,0,0,0
4671,13,True,4,2,1,2,10,4,2,4
4673,14,True,1,7,7,1,2,0,1,1
4675,12,True,1,5,5,1,2,0,1,1
4677,13,True,1,6,6,1,2,0,1,1
4679,10,True,0,-1,-1,0,0,0,0,0
4681,9,True,0,-1,-1,0,0,0,0,0
4683,12,True,1,5,5,1,2,0,1,1
4685,13,True,1,6,6,1,2,0,1,1
4687,26,True,3,17,12,6,19,8,8,3
4689,26,True,3,17,12,6,19,8,8,3
4691,25,True,3,16,11,6,19,8,8,3
4693,19,True,4,10,2,9,26,11,11,4
4695,19,True,2,3,2,2,6,2,2,2
4697,19,True,2,3,2,2,7,2,3,2
4699,13,True,1,1,1,1,3,1,1,1
4701,19,True,5,10,2,9,27,11,11,5
4703,11,True,1,4,4,1,2,0,1,1
4705,12,True,1,5,5,1,2,0,1,1
4707,6,True,0,-1,-1,0,0,0,0,0
4709,7,True,0,-1,-1,0,0,0,0,0
4711,10,True,1,3,3,1,2,0,1,1
4713,28,True,3,19,14,6,19,8,8,3
4715,20,True,1,2,2,1,2,0,1,1
4717,13,True,1,2,2,1,4,2,1,1
4719,21,True,1,0,0,1,4,2,1,1
4721,20,True,4,11,3,9,26,11,11,4
4723,12,True,0,-1,-1,0,0,0,0,0
4725,12,True,0,-1,-1,0,0,0,0,0
4727,11,True,0,-1,-1,0,0,0,0,0
4729,11,True,0,-1,-1,0,0,0,0,0
4731,11,True,0,-1,-1,0,0,0,0,0
4733,17,True,4,8,8,1,7,2,1,4
4735,25,True,3,0,0,1,7,3,1,3
4737,12,True,1,3,3,1,4,1,2,1
4739,20,True,4,11,3,9,26,11,11,4
4741,23,True,3,4,3,2,8,3,2,3
4743,12,True,0,-1,-1,0,0,0,0,0
4745,10,True,1,1,1,1,3,1,1,1
4747,23,True,3,14,9,6,19,8,8,3
4749,13,True,2,4,2,3,11,5,4,2
4751,25,True,4,8,6,3,12,5,3,4
4753,10,True,1,3,3,1,2,0,1,1
4755,9,True,1,4,4,1,4,1,2,1
4757,12,True,2,3,1,3,12,5,5,2
4759,12,True,2,3,1,3,10,4,4,2
4761,7,True,0,-1,-1,0,0,0,0,0
4763,32,True,4,2,1,2,12,5,3,4
4765,9,True,1,2,2,1,2,0,1,1
4767,19,True,2,0,0,1,5,2,1,2
4769,15,True,2,6,6,1,4,1,1,2
4771,17,True,4,6,6,1,8,3,1,4
4773,17,True,4,6,6,1,8,3,1,4
4775,12,True,1,1,1,1,2,0,1,1
4777,17,True,4,1,1,1,9,3,2,4
4779,15,True,1,6,6,1,5,2,2,1
4781,22,True,3,13,8,6,19,8,8,3
4783,15,True,1,0,0,1,4,2,1,1
4785,16,True,1,12,12,1,3,1,1,1
4787,15,True,1,11,11,1,3,1,1,1
4789,20,True,3,11,6,6,19,8,8,3
4791,6,True,1,1,1,1,2,0,1,1
4793,16,True,1,12,12,1,3,1,1,1
4795,31,True,5,22,14,9,27,11,11,5
4797,15,True,1,1,1,1,3,1,1,1
4799,29,True,5,20,12,9,27,11,11,5
4801,20,True,3,11,6,6,19,8,8,3
4803,28,True,5,19,11,9,27,11,11,5
4805,12,True,4,3,3,1,7,2,1,4
4807,21,True,3,12,7,6,19,8,8,3
4809,10,True,0,-1,-1,0,0,0,0,0
4811,10,True,0,-1,-1,0,0,0,0,0
4813,12,True,4,3,3,1,7,2,1,4
4815,12,True,1,8,8,1,3,1,1,1
4817,20,True,3,11,6,6,19,8,8,3
4819,18,True,3,9,4,6,19,8,8,3
4821,4,True,0,-1,-1,0,0,0,0,0
4823,28,True,4,19,11,9,26,11,11,4
4825,12,True,3,3,3,1,6,2,1,3
4827,15,True,1,11,11,1,3,1,1,1
4829,17,True,1,2,2,1,2,0,1,1
4831,18,True,3,9,4,6,19,8,8,3
4833,15,True,2,2,2,1,5,2,1,2
4835,3,True,0,-1,-1,0,0,0,0,0
4837,11,True,0,-1,-1,0,0,0,0,0
4839,28,True,5,19,11,9,27,11,11,5
4841,21,True,4,4,1,4,13,5,4,4
4843,27,True,4,18,10,9,26,11,11,4
4845,14,True,4,3,3,1,8,3,1,4
4847,27,True,4,18,10,9,26,11,11,4
4849,4,True,0,-1,-1,0,0,0,0,0
4851,30,True,7,4,2,3,18,7,4,7
4853,10,True,1,1,1,1,3,1,1,1
4855,23,True,3,14,9,6,19,8,8,3
4857,28,True,5,19,11,9,27,11,11,5
4859,21,True,3,12,7,6,19,8,8,3
4861,26,True,5,17,9,9,27,11,11,5
4863,16,True,5,3,0,4,15,6,4,5
4865,11,True,0,-1,-1,0,0,0,0,0
4867,9,True,0,-1,-1,0,0,0,0,0
4869,25,True,5,16,8,9,27,11,11,5
4871,9,True,1,0,0,1,3,1,1,1
4873,21,True,3,12,7,6,19,8,8,3
4875,22,True,2,13,11,3,11,5,4,2
4877,23,True,5,14,6,9,27,11,11,5
4879,22,True,5,13,5,9,27,11,11,5
4881,24,True,5,15,7,9,27,11,11,5
4883,13,True,1,5,5,1,4,2,1,1
4885,9,True,1,5,5,1,3,1,1,1
4887,8,True,0,-1,-1,0,0,0,0,0
4889,8,True,0,-1,-1,0,0,0,0,0
4891,29,True,4,18,18,1,8,3,1,4
4893,24,True,5,15,7,9,27,11,11,5
4895,12,True,2,0,0,1,5,2,1,2
4897,29,True,4,20,12,9,26,11,11,4
4899,23,True,4,14,6,9,26,11,11,4
4901,22,True,4,13,5,9,26,11,11,4
4903,20,True,1,0,0,1,3,1,1,1
4905,26,True,4,17,9,9,26,11,11,4
4907,24,True,5,15,7,9,27,11,11,5
4909,23,True,4,14,6,9,26,11,11,4
4911,19,True,2,10,8,3,11,5,4,2
4913,23,True,4,14,6,9,26,11,11,4
4915,23,True,4,14,6,9,26,11,11,4
4917,10,True,1,6,6,1,3,1,1,1
4919,16,True,4,5,4,2,10,4,2,4
4921,17,True,1,1,1,1,2,0,1,1
4923,15,True,1,8,8,1,2,0,1,1
4925,14,True,1,7,7,1,2,0,1,1
4927,33,True,6,16,7,10,32,13,13,6
4929,10,True,1,6,6,1,3,1,1,1
4931,15,True,1,8,8,1,2,0,1,1
4933,22,True,5,13,5,9,27,11,11,5
4935,29,True,4,7,7,1,8,3,1,4
4937,22,True,4,13,5,9,26,11,11,4
4939,22,True,5,13,5,9,27,11,11,5
4941,22,True,5,13,5,9,27,11,11,5
4943,21,True,4,12,4,9,26,11,11,4
4945,21,True,2,5,4,2,7,2,3,2
4947,20,True,2,4,3,2,7,2,3,2
4949,6,True,0,-1,-1,0,0,0,0,0
4951,14,True,2,2,2,1,5,2,1,2
4953,9,True,1,5,5,1,3,1,1,1
4955,16,True,1,1,1,1,3,1,1,1
4957,23,True,4,14,6,9,26,11,11,4
4959,8,True,0,-1,-1,0,0,0,0,0
4961,13,True,1,2,2,1,3,1,1,1
4963,8,True,1,4,4,1,3,1,1,1
4965,8,True,1,4,4,1,3,1,1,1
4967,27,True,3,1,0,2,9,4,2,3
4969,14,True,1,3,3,1,3,1,1,1
4971,14,True,0,-1,-1,0,0,0,0,0
4973,15,True,0,-1,-1,0,0,0,0,0
4975,14,True,1,0,0,1,4,2,1,1
4977,15,True,2,6,4,3,11,5,4,2
4979,9,True,1,5,5,1,3,1,1,1
4981,15,True,2,6,4,3,11,5,4,2
4983,19,True,4,10,10,1,7,2,1,4
4985,22,True,4,5,1,5,18,7,7,4
4987,28,True,3,3,3,1,7,3,1,3
4989,23,True,4,14,6,9,26,11,11,4
4991,12,True,2,0,0,1,7,3,2,2
4993,26,True,3,7,6,2,8,3,2,3
4995,14,True,2,5,3,3,11,5,4,2
4997,28,True,6,11,2,10,32,13,13,6
4999,14,True,2,5,3,3,11,5,4,2
5001,13,True,1,1,1,1,3,1,1,1
5003,27,True,4,10,8,3,12,5,3,4
5005,6,True,0,-1,-1,0,0,0,0,0
5007,11,True,1,6,6,1,4,1,2,1
5009,17,True,1,8,8,1,6,3,2,1
5011,15,True,1,6,6,1,6,3,2,1
5013,22,True,3,13,8,6,19,8,8,3
5015,8,True,1,4,4,1,3,1,1,1
5017,9,True,1,5,5,1,3,1,1,1
5019,10,True,1,3,3,1,2,0,1,1
5021,17,True,2,8,8,1,4,1,1,2
5023,14,True,2,0,0,1,5,2,1,2
5025,21,True,4,10,10,1,8,3,1,4
5027,21,True,3,12,7,6,19,8,8,3
5029,7,True,2,1,1,1,4,1,1,2
